pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.56	2975	1868803	628.17
9.60	6.29	3156	2004491	635.14
9.30	6.03	3361	2143271	637.69
9.00	5.76	3573	2306056	645.41
8.70	5.51	3841	2500226	650.93
8.40	5.24	4108	2693516	655.68
8.10	4.98	4410	2919137	661.94
7.80	4.72	4756	3171410	666.82
7.50	4.46	5199	3472554	667.93
7.20	4.22	5828	3837885	658.53
6.90	3.97	6422	4215574	656.43
6.60	3.71	7082	4683754	661.36
6.30	3.46	7903	5226779	661.37
6.00	3.25	9337	5998609	642.46
5.70	3.00	10642	6831427	641.93
5.40	2.75	12096	7793054	644.27
5.10	2.51	13836	8971941	648.45
4.80	2.33	17981	11087261	616.61
4.50	2.09	21028	13121217	623.99
4.20	1.85	24712	15605741	631.50
3.90	1.64	35723	21257052	595.05
3.60	1.49	43283	26449942	611.09
3.30	1.25	51503	32579489	632.57
3.00	1.01	60711	40332790	664.34
2.70	0.92	101088	64911009	642.12
2.40	0.70	118836	82260452	692.22
2.10	0.46	134729	101713012	754.95
1.80	0.33	243885	189076648	775.27
1.50	0.19	267815	234943065	877.26
1.20	0.00	279806	280626561	1002.93
0.90	0.00	474457	575800367	1213.60
0.60	0.00	457883	666429868	1455.46
0.30	0.00	68759	2855662770	41531.48
