pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.60	3793	1317375	347.32
9.60	6.33	4064	1408954	346.69
9.30	6.06	4304	1497485	347.93
9.00	5.79	4571	1596212	349.20
8.70	5.52	4911	1715586	349.34
8.40	5.26	5335	1852942	347.32
8.10	5.00	5759	2002859	347.78
7.80	4.73	6258	2168663	346.54
7.50	4.47	6820	2358008	345.75
7.20	4.21	7442	2569511	345.27
6.90	3.98	8383	2857769	340.90
6.60	3.72	9282	3145261	338.86
6.30	3.46	10297	3483390	338.29
6.00	3.21	11416	3852458	337.46
5.70	3.01	13796	4499354	326.13
5.40	2.76	15526	5048632	325.17
5.10	2.51	17779	5745297	323.15
4.80	2.27	20392	6549952	321.20
4.50	2.06	27820	8413632	302.43
4.20	1.87	32908	9888670	300.49
3.90	1.63	38077	11464217	301.08
3.60	1.39	44891	13549465	301.83
3.30	1.21	73778	20644501	279.82
3.00	1.06	88626	25078733	282.97
2.70	0.82	104552	30107420	287.97
2.40	0.58	123018	36324836	295.28
2.10	0.50	244000	68408959	280.36
1.80	0.33	287144	83928203	292.29
1.50	0.09	330217	101679171	307.92
1.20	0.00	759695	241993438	318.54
0.90	0.00	854503	296288228	346.74
0.60	0.00	908618	346122247	380.93
0.30	0.00	229450	2782306630	12125.98
