pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.90	7647	2920994	381.98
9.60	6.63	8283	3166463	382.28
9.30	6.36	8998	3449845	383.40
9.00	6.10	9802	3771049	384.72
8.70	5.83	10695	4126333	385.82
8.40	5.60	12437	4679616	376.27
8.10	5.34	13652	5157342	377.77
7.80	5.07	15016	5737536	382.09
7.50	4.81	16513	6335070	383.64
7.20	4.60	20101	7456103	370.93
6.90	4.34	22406	8363871	373.29
6.60	4.07	24913	9388539	376.85
6.30	3.81	27808	10587939	380.75
6.00	3.62	35891	13128265	365.78
5.70	3.36	40104	14911133	371.81
5.40	3.11	44694	16982566	379.97
5.10	2.85	49999	19416807	388.34
4.80	2.68	68270	25514590	373.73
4.50	2.42	77119	29641034	384.35
4.20	2.17	85776	34152079	398.15
3.90	1.91	94604	39186107	414.21
3.60	1.76	137502	55576428	404.19
3.30	1.51	153007	64976092	424.66
3.00	1.25	167837	75272693	448.49
2.70	1.10	249074	111641503	448.23
2.40	0.87	272721	130948172	480.15
2.10	0.61	292809	151372812	516.97
1.80	0.44	437683	236510554	540.37
1.50	0.25	463681	277015024	597.43
1.20	0.00	477680	317368894	664.40
0.90	0.00	693035	535957718	773.35
0.60	0.00	682374	615086544	901.39
0.30	0.00	136155	2825327625	20750.82
