pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.51	2711	814524	300.45
9.60	6.26	3000	899108	299.70
9.30	6.00	3267	984953	301.49
9.00	5.74	3615	1087021	300.70
8.70	5.49	3992	1206703	302.28
8.40	5.27	4576	1369586	299.30
8.10	5.02	5186	1545678	298.05
7.80	4.76	5824	1735250	297.95
7.50	4.51	6997	2041737	291.80
7.20	4.31	7990	2322686	290.70
6.90	4.06	9091	2639002	290.29
6.60	3.81	10325	3000571	290.61
6.30	3.61	13104	3719699	283.86
6.00	3.38	15106	4294101	284.26
5.70	3.14	17514	4979344	284.31
5.40	2.89	20168	5768733	286.03
5.10	2.73	27389	7619381	278.19
4.80	2.49	32172	8996810	279.65
4.50	2.24	37465	10588504	282.62
4.20	2.02	55362	15119679	273.11
3.90	1.86	65172	18030422	276.66
3.60	1.62	76309	21474800	281.42
3.30	1.38	88433	25400316	287.23
3.00	1.27	142719	39990697	280.21
2.70	1.03	165756	47762153	288.15
2.40	0.78	189841	56497444	297.60
2.10	0.69	324373	96004767	295.97
1.80	0.45	369441	114283396	309.34
1.50	0.24	625363	199943426	319.72
1.20	0.13	704779	240326277	341.00
0.90	0.00	767430	281807316	367.21
0.60	0.00	1218136	520975432	427.68
0.30	0.00	515436	2604041300	5052.11
