pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.33	27234	9764254	358.53
9.60	7.05	28296	10192765	360.22
9.30	6.78	30386	10844994	356.91
9.00	6.50	31785	11377442	357.95
8.70	6.22	33186	11939696	359.78
8.40	5.94	34738	12526551	360.60
8.10	5.68	37914	13523749	356.70
7.80	5.40	39988	14301152	357.64
7.50	5.12	42075	15111163	359.15
7.20	4.84	44340	16039260	361.73
6.90	4.59	49751	17690525	355.58
6.60	4.31	52606	18843101	358.19
6.30	4.04	55906	20229266	361.84
6.00	3.76	59136	21628545	365.74
5.70	3.53	68317	24619272	360.37
5.40	3.25	72792	26613637	365.61
5.10	2.98	77514	28799389	371.54
4.80	2.71	82328	31122649	378.03
4.50	2.50	99828	37141062	372.05
4.20	2.23	107051	40702611	380.22
3.90	1.96	114093	44568908	390.64
3.60	1.68	121060	48676875	402.09
3.30	1.50	156742	62481278	398.62
3.00	1.23	167457	69314404	413.92
2.70	0.97	177225	76460834	431.43
2.40	0.81	246224	105915829	430.16
2.10	0.55	260866	118434886	454.01
1.80	0.28	273299	131585569	481.47
1.50	0.15	406963	200047599	491.56
1.20	0.00	422212	224594160	531.95
0.90	0.00	667624	378538988	566.99
0.60	0.00	675117	430526351	637.71
0.30	0.00	175113	2756308075	15740.17
