pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.51	2966	1765083	595.11
9.60	6.25	3127	1887460	603.60
9.30	5.98	3300	2027608	614.43
9.00	5.71	3530	2194255	621.60
8.70	5.44	3774	2361398	625.70
8.40	5.18	4062	2547499	627.15
8.10	4.92	4328	2735691	632.09
7.80	4.66	4671	2986511	639.37
7.50	4.40	5046	3262098	646.47
7.20	4.14	5469	3569731	652.72
6.90	3.89	6019	3930967	653.09
6.60	3.63	6648	4348003	654.03
6.30	3.38	7323	4779039	652.61
6.00	3.13	8134	5355055	658.35
5.70	2.90	9341	6076597	650.53
5.40	2.66	10620	6891350	648.90
5.10	2.41	12066	7831034	649.02
4.80	2.17	13834	8986203	649.57
4.50	1.93	17639	10914591	618.78
4.20	1.75	20888	12973134	621.08
3.90	1.52	24764	15542645	627.63
3.60	1.28	29485	18712887	634.66
3.30	1.08	45467	26656790	586.29
3.00	0.95	54621	33268709	609.08
2.70	0.72	65329	41775297	639.46
2.40	0.49	75996	52042600	684.81
2.10	0.39	149689	97118458	648.80
1.80	0.25	170889	123434431	722.31
1.50	0.01	186916	152146339	813.98
1.20	0.00	418783	382453094	913.25
0.90	0.00	426062	461221886	1082.52
0.60	0.00	415165	522238908	1257.91
0.30	0.00	48797	2863385758	58679.55
