pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.52	3060	1513778	494.70
9.60	6.26	3324	1664948	500.89
9.30	5.99	3605	1818227	504.36
9.00	5.74	3930	1998591	508.55
8.70	5.49	4350	2213549	508.86
8.40	5.23	4793	2443070	509.72
8.10	4.98	5269	2711039	514.53
7.80	4.72	5811	3016802	519.15
7.50	4.49	6550	3394459	518.24
7.20	4.24	7328	3812458	520.26
6.90	3.99	8170	4290258	525.12
6.60	3.74	9227	4858064	526.51
6.30	3.52	10940	5668332	518.13
6.00	3.28	12697	6590728	519.08
5.70	3.04	14529	7605806	523.49
5.40	2.79	16767	8883939	529.85
5.10	2.60	21233	10986333	517.42
4.80	2.37	24959	13122594	525.77
4.50	2.13	29291	15685911	535.52
4.20	1.96	40109	20866286	520.24
3.90	1.73	47967	25689443	535.56
3.60	1.50	56537	31543187	557.92
3.30	1.27	84423	46125013	546.36
3.00	1.14	100390	57998019	577.73
2.70	0.91	116737	72003038	616.80
2.40	0.67	132880	88757715	667.95
2.10	0.59	217130	147691757	680.20
1.80	0.36	240827	182868070	759.33
1.50	0.18	405348	331223816	817.13
1.20	0.08	424623	402968103	949.00
0.90	0.00	424728	469567457	1105.57
0.60	0.00	612880	916230315	1494.96
0.30	0.00	107628	2798058822	25997.50
