pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.03	10725	3065549	285.83
9.60	6.76	11471	3271118	285.16
9.30	6.48	12216	3481215	284.97
9.00	6.21	13046	3710287	284.40
8.70	5.97	14483	4058317	280.21
8.40	5.70	15619	4369867	279.78
8.10	5.43	16892	4708632	278.75
7.80	5.16	18151	5058342	278.68
7.50	4.89	19621	5457698	278.16
7.20	4.66	22912	6213385	271.18
6.90	4.40	25013	6764787	270.45
6.60	4.13	27117	7342104	270.76
6.30	3.86	29500	8000616	271.21
6.00	3.66	36084	9472266	262.51
5.70	3.39	39801	10452528	262.62
5.40	3.13	43988	11574951	263.14
5.10	2.86	48081	12717662	264.50
4.80	2.68	63552	16150537	254.13
4.50	2.42	70545	18034729	255.65
4.20	2.16	77954	20093507	257.76
3.90	1.91	110458	27289183	247.05
3.60	1.74	123454	30840980	249.82
3.30	1.48	137889	34933212	253.34
3.00	1.22	152007	39186870	257.80
2.70	1.09	235191	58633815	249.30
2.40	0.83	261440	66744449	255.30
2.10	0.58	288113	75554250	262.24
1.80	0.43	470999	122493868	260.07
1.50	0.21	520183	140825861	270.72
1.20	0.00	562257	159477020	283.64
0.90	0.00	949701	285794733	300.93
0.60	0.00	1013485	329950832	325.56
0.30	0.00	344036	2697473610	7840.67
