pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.67	6075	1742769	286.88
9.60	6.40	6507	1872188	287.72
9.30	6.15	7082	2038994	287.91
9.00	5.88	7674	2219509	289.22
8.70	5.62	8326	2410208	289.48
8.40	5.36	9063	2620347	289.13
8.10	5.10	9983	2884596	288.95
7.80	4.85	10913	3155461	289.15
7.50	4.59	11943	3452364	289.07
7.20	4.33	13122	3799926	289.58
6.90	4.07	14437	4189293	290.18
6.60	3.84	16665	4785924	287.18
6.30	3.59	18637	5337027	286.37
6.00	3.33	20802	5961047	286.56
5.70	3.10	24803	6988725	281.77
5.40	2.87	28009	7896410	281.92
5.10	2.62	31795	8967050	282.03
4.80	2.38	36108	10223941	283.15
4.50	2.19	45895	12668418	276.03
4.20	1.95	52914	14679011	277.41
3.90	1.71	61252	17118340	279.47
3.60	1.47	70270	19867227	282.73
3.30	1.32	99083	27059940	273.10
3.00	1.09	115511	32111927	278.00
2.70	0.85	133852	38027761	284.10
2.40	0.75	211215	58183064	275.47
2.10	0.52	245551	70032796	285.21
1.80	0.28	280727	83485087	297.39
1.50	0.23	514321	151213716	294.01
1.20	0.01	581993	182378193	313.37
0.90	0.00	1192451	399989204	335.43
0.60	0.00	1295407	484207114	373.79
0.30	0.00	454191	2673197672	5885.62
