pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.52	2276	1085776	477.05
9.60	6.26	2439	1170500	479.91
9.30	6.00	2626	1265028	481.73
9.00	5.74	2851	1373890	481.90
8.70	5.49	3096	1495882	483.17
8.40	5.23	3377	1632263	483.35
8.10	4.99	3698	1790830	484.27
7.80	4.73	4063	1964304	483.46
7.50	4.48	4419	2150892	486.74
7.20	4.22	4888	2386553	488.25
6.90	4.00	5500	2665431	484.62
6.60	3.75	6144	2981042	485.20
6.30	3.50	6867	3326654	484.44
6.00	3.25	7706	3723730	483.22
5.70	3.06	9187	4353818	473.91
5.40	2.82	10588	5000949	472.32
5.10	2.57	12168	5732342	471.10
4.80	2.33	13926	6574480	472.10
4.50	2.17	18258	8307958	455.03
4.20	1.93	21337	9708611	455.01
3.90	1.69	25211	11519564	456.93
3.60	1.52	36791	16027408	435.63
3.30	1.33	43763	19258561	440.06
3.00	1.09	52461	23441734	446.84
2.70	0.85	61831	28224863	456.48
2.40	0.77	103098	45551527	441.83
2.10	0.53	122067	55875843	457.75
1.80	0.29	142141	67972621	478.21
1.50	0.23	260105	124755153	479.63
1.20	0.00	297753	152440110	511.97
0.90	0.00	550931	304715412	553.09
0.60	0.00	602429	373064283	619.27
0.30	0.00	248433	2709889937	10907.93
