pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.67	4738	1523982	321.65
9.60	6.40	5063	1637643	323.45
9.30	6.13	5393	1752641	324.98
9.00	5.86	5772	1875553	324.94
8.70	5.59	6156	2009880	326.49
8.40	5.34	6713	2180057	324.75
8.10	5.08	7297	2370805	324.90
7.80	4.81	7913	2570855	324.89
7.50	4.55	8614	2799405	324.98
7.20	4.29	9396	3050785	324.69
6.90	4.06	10660	3408985	319.79
6.60	3.80	11738	3753193	319.75
6.30	3.54	12981	4151987	319.85
6.00	3.29	14504	4621901	318.66
5.70	3.08	17827	5476126	307.18
5.40	2.83	20135	6161712	306.02
5.10	2.58	22927	6980754	304.48
4.80	2.33	26042	7914830	303.93
4.50	2.15	36149	10355052	286.45
4.20	1.93	41724	11976593	287.04
3.90	1.68	48129	13873600	288.26
3.60	1.44	55427	16089024	290.27
3.30	1.27	90559	24466307	270.17
3.00	1.09	106363	29118798	273.77
2.70	0.85	122665	34315490	279.75
2.40	0.61	140231	40307574	287.44
2.10	0.53	269083	73646819	273.70
1.80	0.32	308203	87681520	284.49
1.50	0.08	346381	103371252	298.43
1.20	0.00	709182	217812210	307.13
0.90	0.00	786320	261458486	332.51
0.60	0.00	833066	303194639	363.95
0.30	0.00	224088	2830950318	12633.21
