pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.79	4713	3198467	678.65
9.60	6.52	4970	3408495	685.81
9.30	6.26	5337	3653610	684.58
9.00	5.99	5693	3910088	686.82
8.70	5.73	6106	4221827	691.42
8.40	5.46	6582	4554468	691.96
8.10	5.21	7185	4952229	689.25
7.80	4.95	7811	5356446	685.76
7.50	4.68	8456	5804981	686.49
7.20	4.42	9165	6323889	690.00
6.90	4.19	10327	7036124	681.33
6.60	3.93	11414	7772101	680.93
6.30	3.67	12726	8640951	679.00
6.00	3.42	14108	9628761	682.50
5.70	3.21	16968	11191292	659.55
5.40	2.96	19254	12728245	661.07
5.10	2.70	21851	14519293	664.47
4.80	2.45	24804	16626614	670.32
4.50	2.28	32400	20748129	640.37
4.20	2.03	37284	24284084	651.33
3.90	1.78	42871	28659207	668.50
3.60	1.55	61235	38954506	636.15
3.30	1.39	70790	46840736	661.69
3.00	1.14	80316	55610301	692.39
2.70	0.89	90793	66557255	733.07
2.40	0.79	142948	102470755	716.84
2.10	0.54	158059	122631290	775.86
1.80	0.30	170837	145052220	849.07
1.50	0.22	278271	247273103	888.61
1.20	0.00	288825	288848939	1000.08
0.90	0.00	446060	513395196	1150.96
0.60	0.00	435435	593525294	1363.06
0.30	0.00	87790	2826390699	32194.90
