pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.18	21532	5040059	234.07
9.60	6.89	22381	5248629	234.51
9.30	6.61	23296	5469685	234.79
9.00	6.34	24896	5803986	233.13
8.70	6.06	26051	6080533	233.41
8.40	5.78	27325	6382827	233.59
8.10	5.50	28584	6696787	234.28
7.80	5.24	30986	7199139	232.34
7.50	4.96	32684	7602040	232.59
7.20	4.69	34414	8021157	233.08
6.90	4.41	36380	8498829	233.61
6.60	4.13	38364	9001786	234.64
6.30	3.89	42957	9941108	231.42
6.00	3.62	45739	10612261	232.02
5.70	3.34	48745	11360066	233.05
5.40	3.07	51956	12163357	234.11
5.10	2.85	60794	13932400	229.17
4.80	2.58	65503	15083717	230.28
4.50	2.32	70966	16419317	231.37
4.20	2.05	76685	17854260	232.83
3.90	1.86	95909	21695461	226.21
3.60	1.60	105168	24049449	228.68
3.30	1.34	114526	26514751	231.52
3.00	1.15	157184	35118952	223.43
2.70	0.93	174653	39679199	227.19
2.40	0.68	192621	44698943	232.06
2.10	0.42	210667	50120875	237.92
1.80	0.33	344717	79439767	230.45
1.50	0.08	380982	91062412	239.02
1.20	0.00	414413	103516485	249.79
0.90	0.00	840223	214950046	255.82
0.60	0.00	903354	248606337	275.20
0.30	0.00	301281	2787159970	9251.03
