pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.60	3814	1848036	484.54
9.60	6.33	4079	1986250	486.95
9.30	6.06	4323	2126423	491.89
9.00	5.79	4576	2276956	497.59
8.70	5.52	4894	2443265	499.24
8.40	5.26	5304	2639008	497.55
8.10	5.00	5726	2860686	499.60
7.80	4.73	6217	3102788	499.08
7.50	4.47	6772	3379204	499.00
7.20	4.21	7373	3681813	499.36
6.90	3.98	8315	4088155	491.66
6.60	3.72	9268	4541481	490.02
6.30	3.46	10316	5050451	489.57
6.00	3.21	11525	5628634	488.38
5.70	3.01	14114	6616378	468.78
5.40	2.76	16009	7505852	468.85
5.10	2.51	18482	8648493	467.94
4.80	2.27	21281	10026540	471.15
4.50	2.06	29386	12936721	440.23
4.20	1.87	35023	15532516	443.49
3.90	1.63	40647	18435168	453.54
3.60	1.39	47877	22364575	467.13
3.30	1.21	78942	34256243	433.94
3.00	1.06	94005	42747173	454.73
2.70	0.82	109016	52624502	482.72
2.40	0.58	125038	64871799	518.82
2.10	0.50	240030	121838046	507.60
1.80	0.33	269833	152178536	563.97
1.50	0.09	291756	185367733	635.35
1.20	0.00	585741	427660543	730.12
0.90	0.00	596247	513863232	861.83
0.60	0.00	581782	580911336	998.50
0.30	0.00	63534	2858908577	44998.09
