pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.58	2936	1215813	414.11
9.60	6.32	3164	1312187	414.72
9.30	6.06	3422	1419159	414.72
9.00	5.80	3716	1541428	414.81
8.70	5.54	4052	1680308	414.69
8.40	5.30	4457	1844137	413.76
8.10	5.04	4869	2013468	413.53
7.80	4.78	5328	2205208	413.89
7.50	4.53	5922	2434700	411.13
7.20	4.29	6645	2712479	408.20
6.90	4.05	7408	3020891	407.79
6.60	3.80	8293	3371732	406.58
6.30	3.55	9368	3785857	404.13
6.00	3.31	11174	4402801	394.02
5.70	3.10	12735	5000699	392.67
5.40	2.85	14522	5699889	392.50
5.10	2.61	16790	6561945	390.82
4.80	2.41	21673	8151023	376.09
4.50	2.20	25378	9539316	375.89
4.20	1.96	29660	11192393	377.36
3.90	1.72	34649	13170356	380.11
3.60	1.58	50295	18179728	361.46
3.30	1.35	59753	21907359	366.63
3.00	1.11	70204	26251635	373.93
2.70	0.92	113405	40624414	358.22
2.40	0.78	135036	49852237	369.18
2.10	0.54	157432	60274533	382.86
1.80	0.33	277873	104895040	377.49
1.50	0.23	325158	129669287	398.79
1.20	0.00	367800	156713007	426.08
0.90	0.00	664836	305525280	459.55
0.60	0.00	725297	372741811	513.92
0.30	0.00	293533	2703125908	9208.93
