pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.48	2505	915758	365.57
9.60	6.22	2772	1019952	367.95
9.30	5.97	3093	1147993	371.16
9.00	5.71	3436	1287503	374.71
8.70	5.48	3934	1457770	370.56
8.40	5.23	4373	1638509	374.69
8.10	4.97	4928	1860588	377.55
7.80	4.72	5530	2116903	382.80
7.50	4.52	6561	2496556	380.51
7.20	4.27	7560	2895012	382.94
6.90	4.02	8607	3340825	388.15
6.60	3.77	9888	3894037	393.81
6.30	3.58	12626	4859302	384.86
6.00	3.35	14686	5730431	390.20
5.70	3.10	17150	6796341	396.29
5.40	2.86	20146	8151224	404.61
5.10	2.66	28031	11022062	393.21
4.80	2.47	33001	13353581	404.64
4.50	2.23	39082	16349864	418.35
4.20	1.98	45602	19766215	433.45
3.90	1.84	69697	29473548	422.88
3.60	1.62	81853	36378797	444.44
3.30	1.38	94999	44654649	470.05
3.00	1.14	108671	54427288	500.84
2.70	1.05	178181	89041854	499.73
2.40	0.81	203223	110400033	543.25
2.10	0.57	224381	133208774	593.67
1.80	0.48	371646	234147602	630.03
1.50	0.27	401426	285035356	710.06
1.20	0.03	415648	334753574	805.38
0.90	0.00	625067	617817776	988.40
0.60	0.00	606398	711337110	1173.05
0.30	0.00	100513	2829792032	28153.49
