pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.51	2990	1243456	415.87
9.60	6.25	3238	1363172	420.99
9.30	5.99	3526	1498543	425.00
9.00	5.72	3840	1645195	428.44
8.70	5.48	4248	1828726	430.49
8.40	5.22	4693	2031806	432.94
8.10	4.96	5146	2256809	438.56
7.80	4.71	5614	2483206	442.32
7.50	4.45	6261	2798792	447.02
7.20	4.23	7218	3186315	441.44
6.90	3.97	8122	3614663	445.05
6.60	3.72	9143	4095449	447.93
6.30	3.47	10390	4697314	452.10
6.00	3.27	12608	5607210	444.73
5.70	3.03	14631	6560456	448.39
5.40	2.79	16987	7714811	454.16
5.10	2.54	19834	9127639	460.20
4.80	2.37	26469	11848839	447.65
4.50	2.14	31563	14386822	455.81
4.20	1.90	37167	17450144	469.51
3.90	1.67	53653	24500304	456.64
3.60	1.53	65074	30953426	475.67
3.30	1.30	76826	38352093	499.21
3.00	1.06	89142	47135600	528.77
2.70	0.96	145979	76337225	522.93
2.40	0.74	169161	95890227	566.86
2.10	0.51	191332	118721743	620.50
1.80	0.37	333712	216635433	649.17
1.50	0.24	365628	269845412	738.03
1.20	0.00	381843	322588424	844.82
0.90	0.00	619774	651748414	1051.59
0.60	0.00	597683	760755121	1272.84
0.30	0.00	94407	2836831641	30048.95
