pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.34	1570	700413	446.12
9.60	6.08	1724	768636	445.84
9.30	5.83	1860	836474	449.72
9.00	5.57	2021	917194	453.83
8.70	5.32	2189	998850	456.30
8.40	5.06	2426	1108376	456.87
8.10	4.82	2700	1230885	455.88
7.80	4.57	2982	1358111	455.44
7.50	4.32	3320	1513471	455.86
7.20	4.08	3701	1689327	456.45
6.90	3.85	4203	1912794	455.10
6.60	3.61	4775	2175745	455.65
6.30	3.37	5394	2468977	457.73
6.00	3.13	6161	2822238	458.08
5.70	2.94	7317	3307699	452.06
5.40	2.70	8560	3863048	451.29
5.10	2.46	10055	4521341	449.66
4.80	2.23	11863	5346237	450.66
4.50	2.07	15598	6830137	437.89
4.20	1.84	18870	8270895	438.31
3.90	1.61	22575	9987587	442.42
3.60	1.43	32935	14036886	426.20
3.30	1.27	40368	17440726	432.04
3.00	1.04	49291	21667682	439.59
2.70	0.81	59628	26817833	449.75
2.40	0.73	100250	43933824	438.24
2.10	0.51	122042	55544092	455.12
1.80	0.28	145708	69559591	477.39
1.50	0.24	275277	132921900	482.87
1.20	0.02	319051	165485259	518.68
0.90	0.00	614983	350704298	570.27
0.60	0.00	676170	437790616	647.46
0.30	0.00	276632	2700542899	9762.22
