pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.34	1756	1072771	610.92
9.60	6.08	1902	1172756	616.59
9.30	5.83	2055	1273368	619.64
9.00	5.57	2238	1389982	621.08
8.70	5.32	2441	1535286	628.96
8.40	5.06	2712	1727394	636.94
8.10	4.82	3008	1934159	643.00
7.80	4.57	3309	2144069	647.95
7.50	4.32	3685	2402407	651.94
7.20	4.08	4105	2710354	660.26
6.90	3.85	4690	3095064	659.93
6.60	3.61	5318	3540147	665.69
6.30	3.37	6055	4075673	673.11
6.00	3.13	6955	4720337	678.70
5.70	2.94	8368	5614460	670.94
5.40	2.70	9887	6654355	673.04
5.10	2.46	11726	7957759	678.64
4.80	2.23	14015	9580441	683.58
4.50	2.07	18643	12414800	665.92
4.20	1.84	22701	15372296	677.16
3.90	1.61	27240	18878907	693.06
3.60	1.43	40372	27269225	675.45
3.30	1.27	49552	34895158	704.21
3.00	1.04	59990	44463345	741.18
2.70	0.81	71068	56213329	790.98
2.40	0.73	117747	93430874	793.49
2.10	0.51	137034	119323604	870.76
1.80	0.28	153590	148852714	969.16
1.50	0.24	267615	279576277	1044.70
1.20	0.02	280702	339543846	1209.62
0.90	0.00	448305	668508363	1491.19
0.60	0.00	427018	782872440	1833.35
0.30	0.00	72141	2845254845	39440.19
