pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.98	5663	3393663	599.27
9.60	6.71	6118	3676606	600.95
9.30	6.45	6691	4009929	599.30
9.00	6.19	7316	4413871	603.32
8.70	5.96	8329	4953535	594.73
8.40	5.70	9213	5500096	596.99
8.10	5.44	10250	6133150	598.36
7.80	5.18	11287	6783890	601.04
7.50	4.97	13506	7912454	585.85
7.20	4.71	15155	8952991	590.76
6.90	4.45	16957	10116572	596.60
6.60	4.19	19018	11466903	602.95
6.30	4.00	23833	13906544	583.50
6.00	3.74	26881	15914942	592.05
5.70	3.48	30389	18286204	601.74
5.40	3.22	34061	20912120	613.96
5.10	3.04	45222	26951465	595.98
4.80	2.78	50593	31056794	613.86
4.50	2.52	56602	35842218	633.23
4.20	2.36	77793	48165235	619.15
3.90	2.10	87029	56022622	643.72
3.60	1.84	96436	64842331	672.39
3.30	1.60	134770	90386063	670.67
3.00	1.42	148544	105256677	708.59
2.70	1.16	161501	121268352	750.88
2.40	0.91	223514	171662634	768.02
2.10	0.75	240267	198568567	826.45
1.80	0.49	253815	227658208	896.95
1.50	0.31	337452	320608722	950.09
1.20	0.08	347684	367250181	1056.28
0.90	0.00	348528	409985010	1176.33
0.60	0.00	432481	583169057	1348.43
0.30	0.00	138129	2732640020	19783.25
