pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.66	3965	2220369	559.99
9.60	6.39	4230	2388575	564.67
9.30	6.13	4555	2585135	567.54
9.00	5.87	4928	2812670	570.75
8.70	5.61	5351	3060947	572.03
8.40	5.35	5809	3346043	576.01
8.10	5.08	6369	3659164	574.53
7.80	4.84	7058	4035431	571.75
7.50	4.58	7778	4471135	574.84
7.20	4.33	8548	4941568	578.10
6.90	4.07	9419	5455715	579.22
6.60	3.84	10787	6172599	572.23
6.30	3.59	12091	6958849	575.54
6.00	3.34	13710	7904197	576.53
5.70	3.08	15442	8962756	580.41
5.40	2.88	18852	10654437	565.16
5.10	2.64	21741	12356973	568.37
4.80	2.39	25052	14387406	574.30
4.50	2.14	28815	16868628	585.41
4.20	1.98	38583	21765047	564.11
3.90	1.73	45019	26136325	580.56
3.60	1.49	52175	31471741	603.20
3.30	1.36	76405	44419818	581.37
3.00	1.12	89071	54382793	610.56
2.70	0.88	102158	66287876	648.88
2.40	0.74	166461	106390356	639.13
2.10	0.55	187287	130285887	695.65
1.80	0.31	205291	157433516	766.88
1.50	0.21	355329	288151323	810.94
1.20	0.03	370923	343145871	925.11
0.90	0.00	601813	689601698	1145.87
0.60	0.00	580101	802371115	1383.16
0.30	0.00	95622	2808032962	29365.97
