pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.01	8873	3146427	354.61
9.60	6.74	9660	3424902	354.54
9.30	6.55	12431	4090848	329.08
9.00	6.28	13691	4492286	328.12
8.70	6.01	14827	4899185	330.42
8.40	5.74	16170	5370569	332.13
8.10	5.47	17633	5899132	334.55
7.80	5.29	23851	7413998	310.85
7.50	5.02	26371	8269304	313.58
7.20	4.75	29034	9190845	316.55
6.90	4.48	31508	10113088	320.97
6.60	4.22	34523	11257511	326.09
6.30	4.04	48225	14827526	307.47
6.00	3.77	52580	16500606	313.82
5.70	3.51	57568	18418352	319.94
5.40	3.23	61976	20371307	328.70
5.10	3.00	87040	27435904	315.21
4.80	2.79	94141	30524248	324.24
4.50	2.53	102790	34476963	335.41
4.20	2.26	111404	38651218	346.95
3.90	1.99	118926	42765876	359.60
3.60	1.82	163427	57934288	354.50
3.30	1.55	176218	65305392	370.59
3.00	1.28	186969	72616130	388.39
2.70	1.01	197175	80602478	408.79
2.40	0.84	263764	108794821	412.47
2.10	0.57	279080	122599932	439.30
1.80	0.31	289808	135595990	467.88
1.50	0.09	378722	183661404	484.95
1.20	0.00	394526	208327745	528.05
0.90	0.00	402579	232363346	577.19
0.60	0.00	204463	2594262730	12688.18
0.30	0.00	69370	2864216505	41288.98
