pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.15	17941	5866158	326.97
9.60	6.88	19061	6249362	327.86
9.30	6.60	20208	6667069	329.92
9.00	6.33	21452	7102522	331.09
8.70	6.08	23841	7793776	326.91
8.40	5.80	25574	8403462	328.59
8.10	5.53	27376	9048288	330.52
7.80	5.26	29331	9753476	332.53
7.50	5.02	33527	10993227	327.89
7.20	4.75	36077	11915616	330.28
6.90	4.48	38952	12979119	333.21
6.60	4.21	41899	14108835	336.73
6.30	3.99	49617	16400657	330.55
6.00	3.72	54029	18110697	335.20
5.70	3.46	58556	19929414	340.35
5.40	3.19	63465	21985818	346.42
5.10	2.96	78968	26861048	340.15
4.80	2.73	86152	29932732	347.44
4.50	2.46	93989	33494433	356.37
4.20	2.20	101655	37279255	366.72
3.90	2.02	135610	48990897	361.26
3.60	1.76	148259	55501835	374.36
3.30	1.50	160561	62541856	389.52
3.00	1.24	172964	70437255	407.24
2.70	1.09	247162	100461259	406.46
2.40	0.83	266183	114373809	429.68
2.10	0.57	282988	129349612	457.09
1.80	0.44	423474	197788597	467.06
1.50	0.19	447306	226221899	505.74
1.20	0.00	462301	254712949	550.97
0.90	0.00	713846	432689867	606.14
0.60	0.00	714708	490780783	686.69
0.30	0.00	156150	2792857314	17885.73
