pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.48	2271	656181	288.94
9.60	6.22	2503	724870	289.60
9.30	5.97	2786	803838	288.53
9.00	5.71	3082	893318	289.85
8.70	5.48	3545	1021723	288.22
8.40	5.23	3935	1136982	288.94
8.10	4.97	4417	1277465	289.22
7.80	4.72	4922	1428201	290.17
7.50	4.52	5846	1678645	287.14
7.20	4.27	6732	1927978	286.39
6.90	4.02	7651	2191196	286.39
6.60	3.77	8763	2516679	287.19
6.30	3.58	11184	3136646	280.46
6.00	3.35	12969	3656748	281.96
5.70	3.10	15101	4265788	282.48
5.40	2.86	17641	5005376	283.74
5.10	2.66	24614	6775777	275.28
4.80	2.47	28849	8010254	277.66
4.50	2.23	34077	9562682	280.62
4.20	1.98	39795	11289787	283.70
3.90	1.84	61250	16855092	275.19
3.60	1.62	72259	20240454	280.11
3.30	1.38	84816	24259774	286.03
3.00	1.14	98634	28938357	293.39
2.70	1.05	166417	47760023	286.99
2.40	0.81	195829	58115049	296.76
2.10	0.57	224855	69173557	307.64
1.80	0.48	397219	123277678	310.35
1.50	0.27	457737	150025534	327.75
1.20	0.03	510821	178392620	349.23
0.90	0.00	897865	345459803	384.76
0.60	0.00	968124	413986460	427.62
0.30	0.00	344718	2702520159	7839.80
