pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.35	24550	6869124	279.80
9.60	7.07	25732	7188968	279.38
9.30	6.79	27001	7527585	278.79
9.00	6.51	28268	7877202	278.66
8.70	6.26	31074	8505661	273.72
8.40	5.98	32710	8942691	273.39
8.10	5.70	34574	9422260	272.52
7.80	5.42	36437	9919361	272.23
7.50	5.18	41088	10904347	265.39
7.20	4.91	43701	11579559	264.97
6.90	4.63	46443	12296178	264.76
6.60	4.35	49274	13059566	265.04
6.30	4.13	57354	14776235	257.63
6.00	3.85	61394	15836738	257.95
5.70	3.58	65459	16924379	258.55
5.40	3.31	79099	19811171	250.46
5.10	3.10	85367	21430357	251.04
4.80	2.82	91514	23107372	252.50
4.50	2.55	98002	24909106	254.17
4.20	2.35	124598	30610904	245.68
3.90	2.08	134459	33308852	247.72
3.60	1.81	144705	36238162	250.43
3.30	1.58	193393	46877151	242.39
3.00	1.36	209877	51621326	245.96
2.70	1.09	226146	56585143	250.22
2.40	0.85	317859	77610219	244.17
2.10	0.65	345333	86240536	249.73
1.80	0.38	371199	95314305	256.77
1.50	0.21	547870	140235420	255.96
1.20	0.00	591587	157600879	266.40
0.90	0.00	627052	174921140	278.96
0.60	0.00	997228	295332622	296.15
0.30	0.00	427481	2667861753	6240.89
