pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.12	11175	3053853	273.28
9.60	6.86	12085	3291611	272.37
9.30	6.59	13056	3545137	271.53
9.00	6.32	14133	3829379	270.95
8.70	6.04	15254	4126146	270.50
8.40	5.84	19127	4956656	259.14
8.10	5.57	20861	5391131	258.43
7.80	5.30	22647	5856828	258.61
7.50	5.03	24420	6322726	258.92
7.20	4.76	26510	6873554	259.28
6.90	4.57	35133	8713608	248.02
6.60	4.30	38273	9507076	248.40
6.30	4.03	41773	10425616	249.58
6.00	3.76	45210	11347520	251.00
5.70	3.57	61626	14912567	241.98
5.40	3.31	67644	16440752	243.05
5.10	3.04	73482	18007817	245.06
4.80	2.77	79397	19624996	247.18
4.50	2.56	110462	26575894	240.59
4.20	2.32	120011	29186764	243.20
3.90	2.05	130814	32203288	246.18
3.60	1.78	140811	35163255	249.72
3.30	1.59	194518	47970825	246.61
3.00	1.34	211274	52989604	250.81
2.70	1.07	229405	58695613	255.86
2.40	0.81	246242	64431269	261.66
2.10	0.63	337095	88781376	263.37
1.80	0.37	363967	98735940	271.28
1.50	0.10	389070	109184607	280.63
1.20	0.00	533042	155439675	291.61
0.90	0.00	573819	176566219	307.70
0.60	0.00	602483	197159746	327.25
0.30	0.00	217112	2795021524	12873.64
