pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.90	7159	1985007	277.27
9.60	6.63	7742	2149907	277.69
9.30	6.36	8404	2336453	278.02
9.00	6.10	9146	2539710	277.69
8.70	5.83	9977	2764787	277.12
8.40	5.60	11560	3143162	271.90
8.10	5.34	12688	3447554	271.72
7.80	5.07	13909	3777046	271.55
7.50	4.81	15313	4145921	270.75
7.20	4.60	18580	4886115	262.98
6.90	4.34	20638	5427091	262.97
6.60	4.07	22897	6019740	262.91
6.30	3.81	25504	6711469	263.15
6.00	3.62	32806	8345216	254.38
5.70	3.36	36676	9361323	255.24
5.40	3.11	40926	10511710	256.85
5.10	2.85	45826	11852629	258.64
4.80	2.68	62711	15644187	249.46
4.50	2.42	71099	17887754	251.59
4.20	2.17	79637	20278053	254.63
3.90	1.91	88699	22884670	258.00
3.60	1.76	130199	32562822	250.10
3.30	1.51	146986	37363445	254.20
3.00	1.25	164401	42674398	259.58
2.70	1.10	249915	63769110	255.16
2.40	0.87	281846	73864594	262.07
2.10	0.61	313248	84669866	270.30
1.80	0.44	492355	133950068	272.06
1.50	0.25	550621	156687597	284.57
1.20	0.00	601867	180744036	300.31
0.90	0.00	983663	317617281	322.89
0.60	0.00	1059259	374879702	353.91
0.30	0.00	399709	2706481743	6771.13
