pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.52	2930	1040709	355.19
9.60	6.26	3166	1126146	355.70
9.30	5.99	3452	1228603	355.91
9.00	5.74	3756	1340210	356.82
8.70	5.49	4170	1485490	356.23
8.40	5.23	4591	1641104	357.46
8.10	4.98	5049	1801668	356.84
7.80	4.72	5546	1983488	357.64
7.50	4.49	6241	2223459	356.27
7.20	4.24	6918	2465355	356.37
6.90	3.99	7710	2761139	358.12
6.60	3.74	8688	3108198	357.76
6.30	3.52	10271	3616461	352.10
6.00	3.28	11787	4131687	350.53
5.70	3.04	13468	4721029	350.54
5.40	2.79	15466	5413298	350.01
5.10	2.60	19364	6624990	342.13
4.80	2.37	22585	7734504	342.46
4.50	2.13	26364	9057578	343.56
4.20	1.96	35620	11867326	333.16
3.90	1.73	42562	14241732	334.61
3.60	1.50	50369	17043605	338.37
3.30	1.27	75027	24536079	327.03
3.00	1.14	90390	30095353	332.95
2.70	0.91	107474	36653650	341.05
2.40	0.67	126353	44435411	351.68
2.10	0.59	212834	73210555	343.98
1.80	0.36	250121	90172335	360.51
1.50	0.18	456558	165473518	362.44
1.20	0.08	525150	204209663	388.86
0.90	0.00	580679	245497852	422.78
0.60	0.00	1065173	515647938	484.10
0.30	0.00	431943	2618935616	6063.15
