pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.75	5018	1829719	364.63
9.60	6.49	5342	1953684	365.72
9.30	6.22	5691	2090252	367.29
9.00	5.95	6110	2244426	367.34
8.70	5.69	6685	2442307	365.34
8.40	5.43	7253	2644068	364.55
8.10	5.17	7834	2857232	364.72
7.80	4.91	8498	3094616	364.16
7.50	4.64	9229	3362184	364.31
7.20	4.41	10355	3731672	360.37
6.90	4.15	11462	4107859	358.39
6.60	3.89	12643	4518633	357.40
6.30	3.64	13986	4990742	356.84
6.00	3.42	16572	5771184	348.25
5.70	3.17	18565	6458115	347.87
5.40	2.92	20916	7267700	347.47
5.10	2.66	23504	8170793	347.63
4.80	2.48	30078	10045931	334.00
4.50	2.23	34313	11482140	334.63
4.20	1.98	39258	13188828	335.95
3.90	1.73	44773	15164653	338.70
3.60	1.59	63759	20541764	322.18
3.30	1.34	73673	24039279	326.30
3.00	1.10	84988	28188749	331.68
2.70	0.98	136511	43116667	315.85
2.40	0.75	157954	51286166	324.69
2.10	0.51	180479	60665233	336.13
1.80	0.36	323566	106017419	327.65
1.50	0.20	368725	126902807	344.17
1.20	0.00	410657	150135001	365.60
0.90	0.00	770591	299859497	389.13
0.60	0.00	832042	357983745	430.25
0.30	0.00	295738	2703464303	9141.42
