pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.87	13587	1917485	141.13
9.60	6.60	14490	2051180	141.56
9.30	6.32	15380	2186736	142.18
9.00	6.05	16370	2339066	142.89
8.70	5.78	17420	2500713	143.55
8.40	5.51	19684	2788812	141.68
8.10	5.28	21153	3004823	142.05
7.80	5.01	22679	3233572	142.58
7.50	4.74	24356	3492574	143.40
7.20	4.47	26113	3767828	144.29
6.90	4.20	28009	4069573	145.30
6.60	4.01	33889	4789552	141.33
6.30	3.75	36846	5231328	141.98
6.00	3.48	39976	5712696	142.90
5.70	3.22	43338	6242616	144.04
5.40	3.00	57376	7916059	137.97
5.10	2.80	63177	8780104	138.98
4.80	2.54	69348	9727624	140.27
4.50	2.27	76208	10796054	141.67
4.20	2.01	83707	12000707	143.37
3.90	1.89	125474	17111125	136.37
3.60	1.64	140995	19500430	138.31
3.30	1.38	155948	21936579	140.67
3.00	1.12	172431	24723733	143.38
2.70	0.97	292216	40523600	138.68
2.40	0.79	331680	47170365	142.22
2.10	0.53	370028	54222692	146.54
1.80	0.27	407223	61694665	151.50
1.50	0.17	789179	125116092	158.54
1.20	0.00	891068	149379937	167.64
0.90	0.00	969211	172631595	178.12
0.60	0.00	508348	2562495662	5040.83
0.30	0.00	209060	2829525557	13534.51
