pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.90	10499	3515967	334.89
9.60	6.65	11243	3741601	332.79
9.30	6.37	11906	3966852	333.18
9.00	6.10	12628	4223871	334.48
8.70	5.82	13362	4473396	334.78
8.40	5.55	14193	4767245	335.89
8.10	5.31	15844	5204827	328.50
7.80	5.04	16943	5569032	328.69
7.50	4.77	18210	5985661	328.70
7.20	4.50	19624	6465606	329.47
6.90	4.22	20961	6943281	331.25
6.60	4.02	24757	7909908	319.50
6.30	3.75	27000	8655212	320.56
6.00	3.48	29429	9487758	322.39
5.70	3.22	32094	10445718	325.47
5.40	2.95	34763	11475201	330.10
5.10	2.78	45255	14147603	312.62
4.80	2.52	50241	15892889	316.33
4.50	2.25	55533	17853313	321.49
4.20	1.99	61043	20025262	328.05
3.90	1.78	88132	27448743	311.45
3.60	1.59	98943	31709146	320.48
3.30	1.33	109196	36192169	331.44
3.00	1.07	119667	41275949	344.92
2.70	0.83	192049	63979212	333.14
2.40	0.71	212820	74829787	351.61
2.10	0.45	233109	87243277	374.26
1.80	0.19	249045	99594616	399.91
1.50	0.04	456114	184293897	404.05
1.20	0.00	486788	217124586	446.04
0.90	0.00	501436	248312597	495.20
0.60	0.00	211032	2721910447	12898.09
0.30	0.00	70823	2910302705	41092.62
