pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.75	5095	2699638	529.86
9.60	6.49	5422	2905475	535.87
9.30	6.22	5776	3111075	538.62
9.00	5.95	6178	3331461	539.25
8.70	5.69	6751	3627690	537.36
8.40	5.43	7328	3941150	537.82
8.10	5.17	7926	4262669	537.81
7.80	4.91	8596	4629594	538.58
7.50	4.64	9363	5049961	539.35
7.20	4.41	10568	5634820	533.20
6.90	4.15	11725	6251351	533.16
6.60	3.89	12962	6931485	534.75
6.30	3.64	14463	7757522	536.37
6.00	3.42	17281	8984466	519.90
5.70	3.17	19460	10150962	521.63
5.40	2.92	22068	11553669	523.55
5.10	2.66	24881	13168415	529.26
4.80	2.48	32326	16377582	506.64
4.50	2.23	37001	19029898	514.31
4.20	1.98	42491	22346091	525.90
3.90	1.73	48330	26262788	543.41
3.60	1.59	69361	35950899	518.32
3.30	1.34	79483	42955830	540.44
3.00	1.10	90197	51324395	569.03
2.70	0.98	143237	78850351	550.49
2.40	0.75	161381	95484635	591.67
2.10	0.51	177588	113872084	641.21
1.80	0.36	303760	198099516	652.16
1.50	0.20	326200	237327899	727.55
1.20	0.00	338836	278076071	820.68
0.90	0.00	551829	535207211	969.88
0.60	0.00	539058	615496530	1141.80
0.30	0.00	91974	2813894270	30594.45
