pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.51	3047	1299024	426.33
9.60	6.26	3383	1449196	428.38
9.30	6.00	3712	1609932	433.71
9.00	5.74	4073	1779718	436.96
8.70	5.49	4488	1979136	440.98
8.40	5.27	5122	2236501	436.65
8.10	5.02	5802	2520797	434.47
7.80	4.76	6530	2849359	436.35
7.50	4.51	7877	3354622	425.88
7.20	4.31	9018	3852150	427.16
6.90	4.06	10366	4430899	427.45
6.60	3.81	11833	5106105	431.51
6.30	3.61	15047	6298315	418.58
6.00	3.38	17439	7420773	425.53
5.70	3.14	20266	8764703	432.48
5.40	2.89	23491	10389199	442.26
5.10	2.73	31938	13726828	429.80
4.80	2.49	37687	16630114	441.27
4.50	2.24	44055	20021821	454.47
4.20	2.02	64631	28363332	438.85
3.90	1.86	75735	34523558	455.85
3.60	1.62	87929	42167443	479.56
3.30	1.38	100433	50727131	505.08
3.00	1.27	157961	78824567	499.01
2.70	1.03	178613	95793661	536.32
2.40	0.78	197595	114616075	580.06
2.10	0.69	319331	191287320	599.03
1.80	0.45	345010	228309652	661.75
1.50	0.24	530494	387061803	729.63
1.20	0.13	549706	458623775	834.31
0.90	0.00	548132	524243402	956.42
0.60	0.00	708546	895739756	1264.19
0.30	0.00	141034	2791727644	19794.71
