pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.35	24747	10039111	405.67
9.60	7.07	25990	10553748	406.07
9.30	6.79	27286	11084327	406.23
9.00	6.51	28638	11654871	406.97
8.70	6.26	31757	12671292	399.01
8.40	5.98	33509	13402636	399.97
8.10	5.70	35516	14220076	400.39
7.80	5.42	37449	15066571	402.32
7.50	5.18	42755	16798763	392.91
7.20	4.91	45518	17970767	394.81
6.90	4.63	48464	19248283	397.17
6.60	4.35	51351	20576100	400.70
6.30	4.13	60604	23644391	390.15
6.00	3.85	64805	25567005	394.52
5.70	3.58	68900	27538715	399.69
5.40	3.31	84559	32937144	389.52
5.10	3.10	90884	35996384	396.07
4.80	2.82	96943	39143236	403.78
4.50	2.55	102980	42536917	413.06
4.20	2.35	132254	53312118	403.10
3.90	2.08	141375	58604229	414.53
3.60	1.81	150120	64201704	427.67
3.30	1.58	199845	83794771	419.30
3.00	1.36	212899	92793827	435.86
2.70	1.09	224525	102000795	454.30
2.40	0.85	308733	138992870	450.20
2.10	0.65	325492	154479167	474.60
1.80	0.38	338367	170103904	502.72
1.50	0.21	475397	242774044	510.68
1.20	0.00	490573	270120367	550.62
0.90	0.00	496725	295775219	595.45
0.60	0.00	712784	468935115	657.89
0.30	0.00	192469	2762379261	14352.33
