pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.66	3789	1176144	310.41
9.60	6.39	4130	1282541	310.54
9.30	6.15	4578	1414621	309.00
9.00	5.89	5025	1549022	308.26
8.70	5.63	5491	1702396	310.03
8.40	5.37	6072	1882031	309.95
8.10	5.11	6704	2081231	310.45
7.80	4.88	7671	2362036	307.92
7.50	4.62	8509	2618584	307.74
7.20	4.37	9474	2918202	308.02
6.90	4.11	10599	3265958	308.14
6.60	3.90	12705	3837922	302.08
6.30	3.65	14474	4360113	301.24
6.00	3.40	16367	4945389	302.16
5.70	3.15	18570	5626264	302.98
5.40	2.97	23733	7007697	295.27
5.10	2.72	27353	8111736	296.56
4.80	2.47	31345	9367839	298.86
4.50	2.30	42793	12404225	289.87
4.20	2.07	50129	14670577	292.66
3.90	1.82	58269	17269305	296.37
3.60	1.58	67706	20394959	301.23
3.30	1.45	101652	29692499	292.10
3.00	1.21	118661	35387185	298.22
2.70	0.96	137189	42069137	306.65
2.40	0.86	223329	67135804	300.61
2.10	0.62	259016	80899493	312.33
1.80	0.38	294505	96119167	326.38
1.50	0.31	507599	168067762	331.10
1.20	0.07	570978	201632747	353.14
0.90	0.00	966534	375043776	388.03
0.60	0.00	1053950	458834981	435.35
0.30	0.00	436417	2617948572	5998.73
