pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.85	6905	3235254	468.54
9.60	6.59	7448	3484959	467.91
9.30	6.32	7980	3744738	469.27
9.00	6.05	8522	4030152	472.91
8.70	5.78	9187	4331705	471.50
8.40	5.51	9972	4706069	471.93
8.10	5.27	11039	5155469	467.02
7.80	5.00	12066	5631336	466.71
7.50	4.74	13141	6149708	467.98
7.20	4.47	14377	6738823	468.72
6.90	4.24	16550	7599300	459.17
6.60	3.98	18331	8464498	461.76
6.30	3.72	20289	9413936	463.99
6.00	3.46	22535	10511163	466.44
5.70	3.25	27547	12442396	451.68
5.40	3.00	30986	14093497	454.83
5.10	2.74	34728	15975936	460.03
4.80	2.49	38902	18193996	467.69
4.50	2.31	51779	23245010	448.93
4.20	2.05	58606	26911457	459.19
3.90	1.80	66168	31350843	473.81
3.60	1.64	94606	43118567	455.77
3.30	1.40	107093	50955448	475.81
3.00	1.15	120029	59993377	499.82
2.70	0.91	187059	91449016	488.88
2.40	0.80	209661	109942351	524.38
2.10	0.55	229426	129961127	566.46
1.80	0.31	378974	221005495	583.17
1.50	0.23	406736	264270688	649.74
1.20	0.00	421943	307967462	729.88
0.90	0.00	683843	598611199	875.36
0.60	0.00	668638	689325788	1030.94
0.30	0.00	115168	2797646925	24291.88
