pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.87	14120	2791814	197.72
9.60	6.60	15050	2988716	198.59
9.30	6.32	15954	3202410	200.73
9.00	6.05	16970	3440461	202.74
8.70	5.78	18050	3702531	205.13
8.40	5.51	20466	4130383	201.82
8.10	5.28	22043	4488487	203.62
7.80	5.01	23655	4858625	205.40
7.50	4.74	25501	5295621	207.66
7.20	4.47	27327	5752328	210.50
6.90	4.20	29331	6256006	213.29
6.60	4.01	35722	7364616	206.16
6.30	3.75	38839	8111023	208.84
6.00	3.48	42182	8941990	211.99
5.70	3.22	45776	9869419	215.60
5.40	3.00	61307	12527835	204.35
5.10	2.80	67722	14122419	208.54
4.80	2.54	74441	15862194	213.08
4.50	2.27	81783	17842607	218.17
4.20	2.01	89611	20137256	224.72
3.90	1.89	135751	28840220	212.45
3.60	1.64	152156	33452866	219.86
3.30	1.38	167392	38222499	228.34
3.00	1.12	183440	43784521	238.69
2.70	0.97	310904	72554566	233.37
2.40	0.79	346821	85774605	247.32
2.10	0.53	378128	99611711	263.43
1.80	0.27	404633	114018945	281.78
1.50	0.17	742457	222789072	300.07
1.20	0.00	795652	263927050	331.71
0.90	0.00	819784	300591936	366.67
0.60	0.00	313645	2644241396	8430.68
0.30	0.00	87870	2865062278	32605.69
