24	2
25	4
26	74
27	119
28	377
29	802
30	1200
31	1563
32	2936
33	3371
34	3056
35	3608
36	4639
37	4515
38	5958
39	11231
40	20665
41	33509
42	47216
43	52646
44	50669
45	40363
46	28953
47	19973
48	15468
49	18965
50	28269
51	41599
52	56862
53	62024
54	61843
55	52078
56	38659
57	27100
58	19722
59	18921
60	23483
61	33004
62	46664
63	56767
64	61155
65	52338
66	39126
67	27326
68	19204
69	17033
70	18140
71	23998
72	31984
73	192
74	294
75	58457
76	65496
77	54290
78	20999
79	17256
80	15899
81	18678
82	23386
83	29464
84	35053
85	36433
86	33256
87	27564
88	20949
89	16816
90	14265
91	14783
92	17185
93	21974
94	26465
95	29955
96	28573
97	24373
98	20227
99	15931
100	14076
101	13145
102	14247
103	16965
104	20219
105	23546
106	23853
107	22379
108	19073
109	15636
110	13336
111	11884
112	12173
113	13574
114	16262
115	18920
116	20072
117	20385
118	19112
119	15949
120	14114
121	12463
122	11754
123	11795
124	13845
125	16234
126	18294
127	20565
128	21490
129	20447
130	21721
131	23837
132	20068
133	15197
134	14198
135	16203
136	19250
137	27452
138	35689
139	34481
140	41571
141	54053
142	48000
143	35978
144	29896
145	29207
146	30838
147	37282
148	45277
149	45647
150	50367
151	62262
152	66610
153	65756
154	67082
155	71838
156	77982
157	81181
158	77890
159	66284
160	55855
161	56214
162	64685
163	77811
164	92960
165	114210
166	137118
167	145591
168	133387
169	106020
170	78411
171	64787
172	62297
173	71659
174	87293
175	109934
176	130315
177	139470
178	132163
179	112882
180	89718
181	71464
182	63210
183	63158
184	71326
185	80823
186	92939
187	102414
188	104699
189	97173
190	82353
191	70455
192	62371
193	59167
194	60240
195	62860
196	68502
197	74298
198	77075
199	73933
200	68529
201	61795
202	56115
203	52771
204	51246
205	51276
206	52259
207	53149
208	54163
209	52998
210	50685
211	47753
212	45282
213	42422
214	40682
215	39669
216	38592
217	37968
218	37512
219	36603
220	35256
221	33128
222	32003
223	30544
224	29283
225	28206
226	27271
227	26036
228	25097
229	24077
230	23144
231	22254
232	21122
233	20437
234	19513
235	19040
236	18271
237	17224
238	16015
239	15275
240	14648
241	13928
242	13391
243	12921
244	12484
245	11942
246	11334
247	10841
248	10322
249	9746
250	9416
251	8916
252	8543
253	8175
254	7750
255	7540
256	7429
257	6942
258	6540
259	6418
260	5977
261	5736
262	5430
263	5178
264	5046
265	4958
266	4704
267	4474
268	4392
269	4127
270	3907
271	3929
272	3682
273	3539
274	3386
275	3427
276	3334
277	3306
278	3451
279	3402
280	3443
281	3218
282	3074
283	2959
284	2814
285	2800
286	2910
287	3048
288	3315
289	3507
290	3686
291	3662
292	3466
293	3220
294	2910
295	2855
296	2697
297	3105
298	3628
299	4214
300	4657
301	4906
302	4718
303	4022
304	3718
305	3209
306	3203
307	3357
308	3752
309	4266
310	4927
311	5353
312	5460
313	5319
314	4687
315	4314
316	3842
317	3642
318	4143
319	4619
320	5209
321	5559
322	5668
323	5710
324	5331
325	4932
326	4372
327	4215
328	4279
329	4468
330	4812
331	5118
332	5321
333	5316
334	5022
335	4861
336	4693
337	4603
338	4308
339	4236
340	4458
341	4326
342	4342
343	4314
344	4383
345	4228
346	4439
347	4180
348	4023
349	4055
350	3750
351	3722
352	3698
353	3605
354	3523
355	3474
356	3440
357	3467
358	3385
359	3306
360	3155
361	3135
362	2871
363	2839
364	2720
365	2647
366	2675
367	2642
368	2578
369	2646
370	2516
371	2422
372	2251
373	2130
374	2086
375	1993
376	1848
377	1854
378	1884
379	1895
380	1824
381	1756
382	1668
383	1517
384	1492
385	1366
386	1322
387	1274
388	1287
389	1331
390	1264
391	1278
392	1197
393	1125
394	1117
395	947
396	915
397	894
398	900
399	832
400	818
401	825
402	787
403	727
404	672
405	648
406	582
407	621
408	584
409	521
410	560
411	542
412	508
413	470
414	441
415	423
416	408
417	364
418	348
419	382
420	355
421	331
422	306
423	297
424	316
425	289
426	270
427	249
428	246
429	225
430	221
431	217
432	196
433	230
434	179
435	196
436	181
437	149
438	171
439	150
440	134
441	153
442	150
443	148
444	122
445	138
446	103
447	116
448	104
449	99
450	129
451	112
452	100
453	107
454	98
455	105
456	108
457	95
458	112
459	101
460	82
461	82
462	85
463	96
464	84
465	86
466	92
467	88
468	88
469	102
470	72
471	76
472	69
473	79
474	92
475	71
476	86
477	78
478	68
479	70
480	77
481	65
482	71
483	62
484	80
485	70
486	66
487	77
488	65
489	73
490	78
491	75
492	58
493	68
494	60
495	69
496	63
497	69
498	70
499	63
500	70
501	68
502	58
503	65
504	54
505	72
506	57
507	60
508	63
509	61
510	49
511	53
512	54
513	53
514	46
515	62
516	61
517	54
518	43
519	42
520	47
521	44
522	39
523	45
524	34
525	42
526	46
527	44
528	35
529	47
530	43
531	45
532	36
533	29
534	46
535	31
536	29
537	27
538	37
539	34
540	36
541	26
542	31
543	30
544	18
545	22
546	15
547	21
548	28
549	21
550	23
551	24
552	16
553	23
554	21
555	16
556	16
557	19
558	21
559	16
560	19
561	17
562	16
563	9
564	7
565	13
566	13
567	14
568	8
569	10
570	16
571	17
572	14
573	11
574	12
575	10
576	10
577	12
578	7
579	5
580	5
581	6
582	10
583	9
584	10
585	11
586	7
587	8
588	4
589	3
590	6
591	4
592	7
593	6
594	3
595	5
596	6
597	5
598	6
599	3
600	6
601	3
602	9
603	3
604	9
605	2
606	5
607	4
608	6
609	4
610	2
611	5
612	4
613	1
614	1
615	3
616	2
617	4
618	2
619	2
620	1
623	4
624	3
625	4
626	4
627	11
628	1
629	2
630	1
631	3
632	2
633	3
634	2
635	1
636	2
637	1
639	2
640	3
641	3
642	2
643	1
644	3
645	1
646	1
647	1
648	2
649	2
650	1
651	2
652	1
653	4
655	3
656	2
657	3
660	1
661	1
663	4
665	4
667	4
668	1
671	1
672	2
677	2
679	1
680	3
682	1
683	1
685	3
686	1
687	2
688	1
689	12
690	9
691	1
693	1
694	1
695	3
697	2
698	1
699	1
700	1
706	1
730	1
