24	3
25	3
26	50
27	58
28	176
29	344
30	427
31	585
32	1014
33	1332
34	1474
35	1881
36	2663
37	2640
38	3115
39	5107
40	9618
41	14480
42	20015
43	22467
44	21839
45	17517
46	12373
47	7803
48	5509
49	6666
50	10317
51	15579
52	21296
53	23215
54	23061
55	19497
56	13967
57	10111
58	6431
59	6262
60	8032
61	11790
62	16737
63	20833
64	22169
65	19410
66	14418
67	9633
68	6659
69	5423
70	6008
71	8251
72	11553
73	78
74	161
75	20945
76	23215
77	18637
78	7068
79	5259
80	5096
81	6113
82	7964
83	10396
84	12055
85	12136
86	10913
87	8666
88	6219
89	4775
90	4138
91	4477
92	5317
93	7183
94	8465
95	9338
96	8834
97	7584
98	5808
99	4408
100	3822
101	3583
102	3966
103	5055
104	6128
105	6784
106	7115
107	6470
108	5401
109	4191
110	3448
111	3156
112	3221
113	3728
114	4560
115	5419
116	5755
117	5599
118	5083
119	4008
120	3589
121	3124
122	3191
123	3323
124	3633
125	4466
126	4830
127	5246
128	5094
129	4403
130	4628
131	5138
132	4593
133	3882
134	4003
135	4542
136	5291
137	6895
138	8070
139	7079
140	7860
141	9729
142	9413
143	7721
144	7708
145	7837
146	8398
147	9280
148	10059
149	9654
150	9299
151	11416
152	12944
153	14635
154	16810
155	18785
156	20663
157	21169
158	19529
159	15886
160	12848
161	12518
162	14888
163	19374
164	24775
165	31356
166	38972
167	43396
168	39189
169	29779
170	21548
171	16983
172	16799
173	19598
174	24943
175	33246
176	40472
177	44443
178	42179
179	35369
180	26915
181	21851
182	19332
183	19564
184	22692
185	27465
186	32710
187	36347
188	37204
189	34166
190	29030
191	24609
192	22022
193	21369
194	22410
195	24293
196	27590
197	29815
198	31682
199	30257
200	27863
201	25074
202	23051
203	22618
204	22205
205	22878
206	24462
207	25230
208	25874
209	25340
210	24268
211	23235
212	21861
213	21421
214	20743
215	21020
216	20776
217	21307
218	21311
219	21049
220	20411
221	19206
222	18969
223	18415
224	18318
225	18096
226	17604
227	17456
228	17055
229	16990
230	16316
231	15754
232	15408
233	15100
234	14943
235	14443
236	14329
237	13921
238	13615
239	12897
240	12766
241	12478
242	11727
243	11821
244	11563
245	11644
246	11211
247	11016
248	10318
249	10124
250	9560
251	9440
252	9085
253	9157
254	9042
255	8759
256	8702
257	8280
258	8109
259	7801
260	7474
261	7318
262	7217
263	7119
264	6763
265	6852
266	6627
267	6449
268	6298
269	6020
270	6102
271	5855
272	5636
273	5681
274	5439
275	5417
276	5521
277	5380
278	5148
279	5367
280	5421
281	5343
282	5098
283	4985
284	4773
285	4631
286	4804
287	4973
288	5233
289	5609
290	5777
291	6161
292	5764
293	5559
294	5059
295	4823
296	4696
297	4912
298	5529
299	6278
300	7394
301	7710
302	7730
303	7186
304	6547
305	5856
306	5456
307	5335
308	5735
309	6365
310	7472
311	8095
312	8755
313	8704
314	8211
315	7578
316	6789
317	6578
318	6594
319	6946
320	7728
321	8716
322	9342
323	9587
324	9619
325	9165
326	8518
327	8073
328	7886
329	7929
330	8087
331	8603
332	9241
333	9407
334	9845
335	9753
336	9591
337	9251
338	8827
339	8709
340	8735
341	8406
342	8753
343	9075
344	9260
345	9588
346	9483
347	9665
348	9607
349	9212
350	8750
351	8762
352	8318
353	8410
354	8550
355	8937
356	9181
357	9308
358	9409
359	9336
360	9047
361	8523
362	8227
363	7770
364	7758
365	7920
366	8096
367	8425
368	8501
369	8572
370	8223
371	8000
372	7661
373	7303
374	7012
375	6967
376	7046
377	7348
378	7517
379	7597
380	7496
381	7369
382	6836
383	6618
384	6141
385	6065
386	6160
387	6154
388	6326
389	6416
390	6537
391	6447
392	6033
393	5745
394	5414
395	5289
396	5272
397	5299
398	5205
399	5360
400	5273
401	5310
402	5179
403	5005
404	4804
405	4525
406	4447
407	4223
408	4268
409	4443
410	4325
411	4341
412	4082
413	3976
414	3836
415	3678
416	3652
417	3386
418	3471
419	3461
420	3404
421	3486
422	3532
423	3244
424	3114
425	2943
426	2886
427	2827
428	2755
429	2833
430	2866
431	2815
432	2772
433	2611
434	2570
435	2500
436	2407
437	2269
438	2174
439	2238
440	2215
441	2120
442	2250
443	2176
444	2139
445	2056
446	1969
447	1923
448	1861
449	1895
450	1873
451	1891
452	1936
453	1956
454	1813
455	1735
456	1644
457	1607
458	1590
459	1514
460	1596
461	1602
462	1584
463	1617
464	1609
465	1551
466	1584
467	1450
468	1391
469	1447
470	1404
471	1391
472	1438
473	1524
474	1513
475	1499
476	1432
477	1422
478	1376
