pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.75	36220	21745083	600.36
9.60	7.45	36220	21745083	600.36
9.30	7.18	43294	25796318	595.84
9.00	6.94	43294	25796318	595.84
8.70	6.64	43294	25796318	595.84
8.40	6.34	43294	25796318	595.84
8.10	6.04	43294	25796318	595.84
7.80	5.83	53821	31387997	583.19
7.50	5.53	53821	31387997	583.19
7.20	5.23	53821	31387997	583.19
6.90	4.93	53821	31387997	583.19
6.60	4.70	70841	39623422	559.33
6.30	4.45	70841	39623422	559.33
6.00	4.15	70841	39623422	559.33
5.70	3.85	70841	39623422	559.33
5.40	3.56	100559	52746607	524.53
5.10	3.39	100559	52746607	524.53
4.80	3.09	100559	52746607	524.53
4.50	2.79	100559	52746607	524.53
4.20	2.52	156012	75642400	484.85
3.90	2.35	156012	75642400	484.85
3.60	2.05	156012	75642400	484.85
3.30	1.75	156012	75642400	484.85
3.00	1.58	258261	117345569	454.37
2.70	1.35	258261	117345569	454.37
2.40	1.05	258261	117345569	454.37
2.10	0.76	430588	194446012	451.58
1.80	0.65	430588	194446012	451.58
1.50	0.35	430588	194446012	451.58
1.20	0.07	684246	338616669	494.88
0.90	0.00	684246	338616669	494.88
0.60	0.00	684246	338616669	494.88
