pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.76	29727	23306907	784.03
9.60	7.46	29727	23306907	784.03
9.30	7.16	29727	23306907	784.03
9.00	6.93	34223	26995222	788.80
8.70	6.63	34223	26995222	788.80
8.40	6.33	34223	26995222	788.80
8.10	6.03	34223	26995222	788.80
7.80	5.77	40133	31854975	793.74
7.50	5.51	40133	31854975	793.74
7.20	5.21	40133	31854975	793.74
6.90	4.91	40133	31854975	793.74
6.60	4.61	40133	31854975	793.74
6.30	4.39	48922	38589863	788.80
6.00	4.09	48922	38589863	788.80
5.70	3.79	48922	38589863	788.80
5.40	3.49	48922	38589863	788.80
5.10	3.31	62876	48689304	774.37
4.80	3.01	62876	48689304	774.37
4.50	2.71	62876	48689304	774.37
4.20	2.41	62876	48689304	774.37
3.90	2.25	88415	65672274	742.77
3.60	1.95	88415	65672274	742.77
3.30	1.65	88415	65672274	742.77
3.00	1.41	143700	98970158	688.73
2.70	1.25	143700	98970158	688.73
2.40	0.95	143700	98970158	688.73
2.10	0.65	143700	98970158	688.73
1.80	0.61	283381	178718181	630.66
1.50	0.32	283381	178718181	630.66
1.20	0.02	283381	178718181	630.66
0.90	0.00	628370	406647906	647.15
0.60	0.00	628370	406647906	647.15
