pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.84	40437	27609456	682.78
9.60	7.54	40437	27609456	682.78
9.30	7.24	40437	27609456	682.78
9.00	6.94	40437	27609456	682.78
8.70	6.65	47229	31916232	675.78
8.40	6.41	47229	31916232	675.78
8.10	6.11	47229	31916232	675.78
7.80	5.81	47229	31916232	675.78
7.50	5.51	47229	31916232	675.78
7.20	5.28	56980	37775511	662.96
6.90	4.98	56980	37775511	662.96
6.60	4.68	56980	37775511	662.96
6.30	4.38	56980	37775511	662.96
6.00	4.18	71596	46067482	643.44
5.70	3.88	71596	46067482	643.44
5.40	3.58	71596	46067482	643.44
5.10	3.28	71596	46067482	643.44
4.80	3.09	95602	58711343	614.12
4.50	2.79	95602	58711343	614.12
4.20	2.49	95602	58711343	614.12
3.90	2.19	95602	58711343	614.12
3.60	2.03	139486	80022385	573.69
3.30	1.73	139486	80022385	573.69
3.00	1.43	139486	80022385	573.69
2.70	1.30	230671	121137147	525.15
2.40	1.02	230671	121137147	525.15
2.10	0.72	230671	121137147	525.15
1.80	0.54	436389	212404499	486.73
1.50	0.37	436389	212404499	486.73
1.20	0.07	436389	212404499	486.73
0.90	0.00	855717	436728324	510.37
0.60	0.00	855717	436728324	510.37
