pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.63	23985	17690211	737.55
9.60	7.42	28229	21373891	757.16
9.30	7.12	28229	21373891	757.16
9.00	6.82	28229	21373891	757.16
8.70	6.52	28229	21373891	757.16
8.40	6.22	28229	21373891	757.16
8.10	6.01	33906	26266309	774.68
7.80	5.71	33906	26266309	774.68
7.50	5.41	33906	26266309	774.68
7.20	5.11	33906	26266309	774.68
6.90	4.92	41921	32992256	787.01
6.60	4.62	41921	32992256	787.01
6.30	4.32	41921	32992256	787.01
6.00	4.02	41921	32992256	787.01
5.70	3.72	54610	43141859	790.00
5.40	3.54	54610	43141859	790.00
5.10	3.24	54610	43141859	790.00
4.80	2.94	54610	43141859	790.00
4.50	2.64	54610	43141859	790.00
4.20	2.50	76722	59859255	780.21
3.90	2.20	76722	59859255	780.21
3.60	1.90	76722	59859255	780.21
3.30	1.61	122706	91802049	748.15
3.00	1.51	122706	91802049	748.15
2.70	1.21	122706	91802049	748.15
2.40	0.91	122706	91802049	748.15
2.10	0.76	242089	168862637	697.52
1.80	0.59	242089	168862637	697.52
1.50	0.29	242089	168862637	697.52
1.20	0.09	573895	406307330	707.98
0.90	0.05	573895	406307330	707.98
0.60	0.00	573895	406307330	707.98
