pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.75	30905	22758903	736.41
9.60	7.45	30905	22758903	736.41
9.30	7.15	30905	22758903	736.41
9.00	6.88	35544	26357016	741.53
8.70	6.62	35544	26357016	741.53
8.40	6.32	35544	26357016	741.53
8.10	6.02	35544	26357016	741.53
7.80	5.72	35544	26357016	741.53
7.50	5.49	42010	31086509	739.98
7.20	5.19	42010	31086509	739.98
6.90	4.89	42010	31086509	739.98
6.60	4.59	42010	31086509	739.98
6.30	4.38	51484	37729757	732.84
6.00	4.08	51484	37729757	732.84
5.70	3.78	51484	37729757	732.84
5.40	3.48	51484	37729757	732.84
5.10	3.29	66878	47778172	714.41
4.80	2.99	66878	47778172	714.41
4.50	2.69	66878	47778172	714.41
4.20	2.39	66878	47778172	714.41
3.90	2.24	95920	64927289	676.89
3.60	1.94	95920	64927289	676.89
3.30	1.64	95920	64927289	676.89
3.00	1.34	95920	64927289	676.89
2.70	1.24	160461	99355227	619.19
2.40	0.94	160461	99355227	619.19
2.10	0.64	160461	99355227	619.19
1.80	0.56	340053	188046409	552.99
1.50	0.33	340053	188046409	552.99
1.20	0.03	340053	188046409	552.99
0.90	0.00	845868	475411592	562.04
0.60	0.00	845868	475411592	562.04
