pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.86	45084	28738437	637.44
9.60	7.56	45084	28738437	637.44
9.30	7.31	50470	32108941	636.20
9.00	7.01	50470	32108941	636.20
8.70	6.71	50470	32108941	636.20
8.40	6.41	50470	32108941	636.20
8.10	6.15	57143	36308848	635.40
7.80	5.86	57143	36308848	635.40
7.50	5.56	57143	36308848	635.40
7.20	5.26	57143	36308848	635.40
6.90	4.98	66392	41824325	629.96
6.60	4.73	66392	41824325	629.96
6.30	4.43	66392	41824325	629.96
6.00	4.13	66392	41824325	629.96
5.70	3.88	79889	49448983	618.97
5.40	3.60	79889	49448983	618.97
5.10	3.30	79889	49448983	618.97
4.80	3.00	79889	49448983	618.97
4.50	2.79	100892	60612542	600.77
4.20	2.49	100892	60612542	600.77
3.90	2.19	100892	60612542	600.77
3.60	1.89	100892	60612542	600.77
3.30	1.72	139188	79097602	568.28
3.00	1.42	139188	79097602	568.28
2.70	1.12	139188	79097602	568.28
2.40	0.99	222312	114815803	516.46
2.10	0.69	222312	114815803	516.46
1.80	0.39	222312	114815803	516.46
1.50	0.33	441456	201435721	456.30
1.20	0.04	441456	201435721	456.30
0.90	0.00	1044365	468422269	448.52
0.60	0.00	1044365	468422269	448.52
