pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.89	37460	30597713	816.81
9.60	7.59	37460	30597713	816.81
9.30	7.29	37460	30597713	816.81
9.00	6.99	37460	30597713	816.81
8.70	6.76	42866	35352083	824.71
8.40	6.46	42866	35352083	824.71
8.10	6.16	42866	35352083	824.71
7.80	5.86	42866	35352083	824.71
7.50	5.63	50112	41480361	827.75
7.20	5.33	50112	41480361	827.75
6.90	5.03	50112	41480361	827.75
6.60	4.73	50112	41480361	827.75
6.30	4.52	60316	49775503	825.25
6.00	4.22	60316	49775503	825.25
5.70	3.92	60316	49775503	825.25
5.40	3.66	75607	61515989	813.63
5.10	3.43	75607	61515989	813.63
4.80	3.13	75607	61515989	813.63
4.50	2.83	75607	61515989	813.63
4.20	2.65	100846	79429268	787.63
3.90	2.35	100846	79429268	787.63
3.60	2.05	100846	79429268	787.63
3.30	1.82	145925	109290226	748.95
3.00	1.61	145925	109290226	748.95
2.70	1.31	145925	109290226	748.95
2.40	1.06	235973	166053750	703.70
2.10	0.90	235973	166053750	703.70
1.80	0.60	235973	166053750	703.70
1.50	0.42	413242	282287568	683.10
1.20	0.22	413242	282287568	683.10
0.90	0.00	705551	525739392	745.15
0.60	0.00	705551	525739392	745.15
