pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.64	27384	17600783	642.74
9.60	7.42	32039	20886638	651.91
9.30	7.12	32039	20886638	651.91
9.00	6.82	32039	20886638	651.91
8.70	6.52	32039	20886638	651.91
8.40	6.22	32039	20886638	651.91
8.10	6.01	38500	25243782	655.68
7.80	5.71	38500	25243782	655.68
7.50	5.41	38500	25243782	655.68
7.20	5.11	38500	25243782	655.68
6.90	4.91	48075	31389416	652.93
6.60	4.61	48075	31389416	652.93
6.30	4.31	48075	31389416	652.93
6.00	4.01	48075	31389416	652.93
5.70	3.71	63762	40757494	639.21
5.40	3.54	63762	40757494	639.21
5.10	3.24	63762	40757494	639.21
4.80	2.94	63762	40757494	639.21
4.50	2.64	63762	40757494	639.21
4.20	2.50	93739	56777515	605.70
3.90	2.20	93739	56777515	605.70
3.60	1.90	93739	56777515	605.70
3.30	1.61	160648	88946399	553.67
3.00	1.51	160648	88946399	553.67
2.70	1.21	160648	88946399	553.67
2.40	0.91	160648	88946399	553.67
2.10	0.76	335280	168607090	502.88
1.80	0.60	335280	168607090	502.88
1.50	0.30	335280	168607090	502.88
1.20	0.10	757616	396656124	523.56
0.90	0.04	757616	396656124	523.56
0.60	0.00	757616	396656124	523.56
