pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.81	53434	24411656	456.86
9.60	7.51	53434	24411656	456.86
9.30	7.23	61444	27683953	450.56
9.00	6.97	61444	27683953	450.56
8.70	6.67	61444	27683953	450.56
8.40	6.37	61444	27683953	450.56
8.10	6.07	61444	27683953	450.56
7.80	5.84	72422	31972825	441.48
7.50	5.54	72422	31972825	441.48
7.20	5.24	72422	31972825	441.48
6.90	4.94	72422	31972825	441.48
6.60	4.70	88734	37913487	427.27
6.30	4.43	88734	37913487	427.27
6.00	4.13	88734	37913487	427.27
5.70	3.83	88734	37913487	427.27
5.40	3.54	116084	46980243	404.71
5.10	3.34	116084	46980243	404.71
4.80	3.04	116084	46980243	404.71
4.50	2.74	116084	46980243	404.71
4.20	2.46	164421	61895849	376.45
3.90	2.27	164421	61895849	376.45
3.60	1.97	164421	61895849	376.45
3.30	1.67	164421	61895849	376.45
3.00	1.48	256278	88941673	347.05
2.70	1.23	256278	88941673	347.05
2.40	0.93	256278	88941673	347.05
2.10	0.63	435791	142672040	327.39
1.80	0.52	435791	142672040	327.39
1.50	0.22	435791	142672040	327.39
1.20	0.00	799585	266445782	333.23
0.90	0.00	799585	266445782	333.23
0.60	0.00	799585	266445782	333.23
