pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.77	36519	22308196	610.87
9.60	7.47	36519	22308196	610.87
9.30	7.21	43846	26757588	610.26
9.00	6.96	43846	26757588	610.26
8.70	6.66	43846	26757588	610.26
8.40	6.36	43846	26757588	610.26
8.10	6.06	43846	26757588	610.26
7.80	5.87	54613	32881341	602.08
7.50	5.57	54613	32881341	602.08
7.20	5.27	54613	32881341	602.08
6.90	4.97	54613	32881341	602.08
6.60	4.73	71888	41945036	583.48
6.30	4.49	71888	41945036	583.48
6.00	4.19	71888	41945036	583.48
5.70	3.89	71888	41945036	583.48
5.40	3.61	101634	56211521	553.08
5.10	3.43	101634	56211521	553.08
4.80	3.13	101634	56211521	553.08
4.50	2.83	101634	56211521	553.08
4.20	2.56	153967	80222216	521.04
3.90	2.39	153967	80222216	521.04
3.60	2.09	153967	80222216	521.04
3.30	1.79	153967	80222216	521.04
3.00	1.62	241536	121518632	503.11
2.70	1.37	241536	121518632	503.11
2.40	1.07	241536	121518632	503.11
2.10	0.78	376171	192322962	511.26
1.80	0.65	376171	192322962	511.26
1.50	0.35	376171	192322962	511.26
1.20	0.07	557091	314220859	564.04
0.90	0.00	557091	314220859	564.04
0.60	0.00	557091	314220859	564.04
