pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.83	41256	26972207	653.78
9.60	7.58	45998	30272021	658.12
9.30	7.28	45998	30272021	658.12
9.00	6.98	45998	30272021	658.12
8.70	6.68	45998	30272021	658.12
8.40	6.44	52583	34460843	655.36
8.10	6.14	52583	34460843	655.36
7.80	5.84	52583	34460843	655.36
7.50	5.54	52583	34460843	655.36
7.20	5.26	61625	39940289	648.12
6.90	5.01	61625	39940289	648.12
6.60	4.71	61625	39940289	648.12
6.30	4.41	61625	39940289	648.12
6.00	4.11	74615	47454284	635.99
5.70	3.89	74615	47454284	635.99
5.40	3.59	74615	47454284	635.99
5.10	3.29	74615	47454284	635.99
4.80	3.04	95324	58607641	614.83
4.50	2.79	95324	58607641	614.83
4.20	2.49	95324	58607641	614.83
3.90	2.19	95324	58607641	614.83
3.60	2.02	133084	77091565	579.27
3.30	1.72	133084	77091565	579.27
3.00	1.42	133084	77091565	579.27
2.70	1.18	212119	112188562	528.89
2.40	0.99	212119	112188562	528.89
2.10	0.69	212119	112188562	528.89
1.80	0.44	401991	192140114	477.97
1.50	0.33	401991	192140114	477.97
1.20	0.03	401991	192140114	477.97
0.90	0.00	849957	408271068	480.34
0.60	0.00	849957	408271068	480.34
