pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.86	55875	28154655	503.89
9.60	7.56	55875	28154655	503.89
9.30	7.26	55875	28154655	503.89
9.00	6.96	55875	28154655	503.89
8.70	6.66	55875	28154655	503.89
8.40	6.41	63681	31832104	499.87
8.10	6.11	63681	31832104	499.87
7.80	5.81	63681	31832104	499.87
7.50	5.51	63681	31832104	499.87
7.20	5.28	74772	36741638	491.38
6.90	4.98	74772	36741638	491.38
6.60	4.68	74772	36741638	491.38
6.30	4.38	74772	36741638	491.38
6.00	4.16	90904	43489050	478.41
5.70	3.86	90904	43489050	478.41
5.40	3.56	90904	43489050	478.41
5.10	3.26	90904	43489050	478.41
4.80	3.06	116115	53445205	460.28
4.50	2.76	116115	53445205	460.28
4.20	2.46	116115	53445205	460.28
3.90	2.16	116115	53445205	460.28
3.60	1.98	161233	69850322	433.23
3.30	1.68	161233	69850322	433.23
3.00	1.38	161233	69850322	433.23
2.70	1.24	253906	100891299	397.36
2.40	0.95	253906	100891299	397.36
2.10	0.65	253906	100891299	397.36
1.80	0.47	466016	170029593	364.86
1.50	0.28	466016	170029593	364.86
1.20	0.00	466016	170029593	364.86
0.90	0.00	969025	354023149	365.34
0.60	0.00	969025	354023149	365.34
