pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.88	45513	29444272	646.94
9.60	7.63	51424	33305281	647.66
9.30	7.34	51424	33305281	647.66
9.00	7.04	51424	33305281	647.66
8.70	6.74	51424	33305281	647.66
8.40	6.44	51424	33305281	647.66
8.10	6.20	59390	38233696	643.77
7.80	5.90	59390	38233696	643.77
7.50	5.60	59390	38233696	643.77
7.20	5.30	59390	38233696	643.77
6.90	5.08	70664	44807034	634.09
6.60	4.78	70664	44807034	634.09
6.30	4.48	70664	44807034	634.09
6.00	4.18	70664	44807034	634.09
5.70	3.97	88078	54118505	614.44
5.40	3.67	88078	54118505	614.44
5.10	3.37	88078	54118505	614.44
4.80	3.07	88078	54118505	614.44
4.50	2.88	117173	68322650	583.09
4.20	2.58	117173	68322650	583.09
3.90	2.28	117173	68322650	583.09
3.60	2.09	169906	91754342	540.03
3.30	1.82	169906	91754342	540.03
3.00	1.52	169906	91754342	540.03
2.70	1.24	267493	133527558	499.18
2.40	1.09	267493	133527558	499.18
2.10	0.79	267493	133527558	499.18
1.80	0.50	435288	209316657	480.87
1.50	0.38	435288	209316657	480.87
1.20	0.08	435288	209316657	480.87
0.90	0.00	682253	348853551	511.33
0.60	0.00	682253	348853551	511.33
