pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.54	27654	12741334	460.74
9.60	7.24	27654	12741334	460.74
9.30	7.06	34889	16153109	462.99
9.00	6.76	34889	16153109	462.99
8.70	6.46	34889	16153109	462.99
8.40	6.16	34889	16153109	462.99
8.10	5.99	45684	21018659	460.09
7.80	5.69	45684	21018659	460.09
7.50	5.39	45684	21018659	460.09
7.20	5.09	45684	21018659	460.09
6.90	4.94	63818	28484151	446.33
6.60	4.64	63818	28484151	446.33
6.30	4.34	63818	28484151	446.33
6.00	4.04	63818	28484151	446.33
5.70	3.90	95555	40631353	425.21
5.40	3.62	95555	40631353	425.21
5.10	3.32	95555	40631353	425.21
4.80	3.02	95555	40631353	425.21
4.50	2.91	155458	62341477	401.02
4.20	2.61	155458	62341477	401.02
3.90	2.31	155458	62341477	401.02
3.60	2.08	267934	103056954	384.64
3.30	1.93	267934	103056954	384.64
3.00	1.63	267934	103056954	384.64
2.70	1.33	267934	103056954	384.64
2.40	1.25	462781	179153125	387.12
2.10	0.95	462781	179153125	387.12
1.80	0.65	462781	179153125	387.12
1.50	0.56	752447	313939422	417.22
1.20	0.26	752447	313939422	417.22
0.90	0.07	1089017	537024033	493.13
0.60	0.00	1089017	537024033	493.13
