pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.86	66868	25851377	386.60
9.60	7.56	66868	25851377	386.60
9.30	7.26	66868	25851377	386.60
9.00	6.96	66868	25851377	386.60
8.70	6.66	66868	25851377	386.60
8.40	6.44	78611	29571102	376.17
8.10	6.14	78611	29571102	376.17
7.80	5.84	78611	29571102	376.17
7.50	5.54	78611	29571102	376.17
7.20	5.32	95877	34707341	362.00
6.90	5.02	95877	34707341	362.00
6.60	4.72	95877	34707341	362.00
6.30	4.42	95877	34707341	362.00
6.00	4.23	123230	42184638	342.32
5.70	3.93	123230	42184638	342.32
5.40	3.63	123230	42184638	342.32
5.10	3.33	123230	42184638	342.32
4.80	3.15	169488	54020721	318.73
4.50	2.85	169488	54020721	318.73
4.20	2.55	169488	54020721	318.73
3.90	2.25	169488	54020721	318.73
3.60	2.10	248059	73385407	295.84
3.30	1.80	248059	73385407	295.84
3.00	1.50	248059	73385407	295.84
2.70	1.34	381764	106649567	279.36
2.40	1.05	381764	106649567	279.36
2.10	0.75	381764	106649567	279.36
1.80	0.56	601373	165387197	275.02
1.50	0.32	601373	165387197	275.02
1.20	0.02	601373	165387197	275.02
0.90	0.00	974489	282574885	289.97
0.60	0.00	974489	282574885	289.97
