pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.45	16995	11446436	673.52
9.60	7.19	20493	14431591	704.22
9.30	6.95	20493	14431591	704.22
9.00	6.65	20493	14431591	704.22
8.70	6.35	20493	14431591	704.22
8.40	6.05	20493	14431591	704.22
8.10	5.77	25474	18527789	727.32
7.80	5.57	25474	18527789	727.32
7.50	5.27	25474	18527789	727.32
7.20	4.97	25474	18527789	727.32
6.90	4.67	25474	18527789	727.32
6.60	4.42	33146	24625757	742.95
6.30	4.20	33146	24625757	742.95
6.00	3.90	33146	24625757	742.95
5.70	3.60	33146	24625757	742.95
5.40	3.30	33146	24625757	742.95
5.10	3.15	46713	34639366	741.54
4.80	2.86	46713	34639366	741.54
4.50	2.56	46713	34639366	741.54
4.20	2.26	46713	34639366	741.54
3.90	2.00	77046	54692008	709.86
3.60	1.89	77046	54692008	709.86
3.30	1.59	77046	54692008	709.86
3.00	1.29	77046	54692008	709.86
2.70	0.99	169456	108820077	642.17
2.40	0.99	169456	108820077	642.17
2.10	0.71	169456	108820077	642.17
1.80	0.41	169456	108820077	642.17
1.50	0.22	530106	327971696	618.69
1.20	0.22	530106	327971696	618.69
0.90	0.00	530106	327971696	618.69
