pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.65	40500	16607481	410.06
9.60	7.37	50179	20551641	409.57
9.30	7.16	50179	20551641	409.57
9.00	6.86	50179	20551641	409.57
8.70	6.56	50179	20551641	409.57
8.40	6.26	50179	20551641	409.57
8.10	6.08	65769	26244974	399.05
7.80	5.78	65769	26244974	399.05
7.50	5.48	65769	26244974	399.05
7.20	5.18	65769	26244974	399.05
6.90	4.88	65769	26244974	399.05
6.60	4.72	93569	35210648	376.31
6.30	4.42	93569	35210648	376.31
6.00	4.12	93569	35210648	376.31
5.70	3.82	93569	35210648	376.31
5.40	3.69	144542	50482357	349.26
5.10	3.39	144542	50482357	349.26
4.80	3.09	144542	50482357	349.26
4.50	2.79	144542	50482357	349.26
4.20	2.67	236501	77160594	326.26
3.90	2.37	236501	77160594	326.26
3.60	2.07	236501	77160594	326.26
3.30	1.77	236501	77160594	326.26
3.00	1.66	391999	123879349	316.02
2.70	1.36	391999	123879349	316.02
2.40	1.06	391999	123879349	316.02
2.10	0.86	622534	201913422	324.34
1.80	0.65	622534	201913422	324.34
1.50	0.35	622534	201913422	324.34
1.20	0.13	923191	339271698	367.50
0.90	0.00	923191	339271698	367.50
0.60	0.00	923191	339271698	367.50
