pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.81	34796	25398287	729.92
9.60	7.57	39452	29022425	735.64
9.30	7.27	39452	29022425	735.64
9.00	6.97	39452	29022425	735.64
8.70	6.67	39452	29022425	735.64
8.40	6.37	39452	29022425	735.64
8.10	6.13	45711	33652391	736.20
7.80	5.83	45711	33652391	736.20
7.50	5.53	45711	33652391	736.20
7.20	5.23	45711	33652391	736.20
6.90	5.01	54214	39837896	734.83
6.60	4.71	54214	39837896	734.83
6.30	4.41	54214	39837896	734.83
6.00	4.11	54214	39837896	734.83
5.70	3.91	66958	48540324	724.94
5.40	3.61	66958	48540324	724.94
5.10	3.31	66958	48540324	724.94
4.80	3.01	66958	48540324	724.94
4.50	2.82	87411	61717302	706.06
4.20	2.52	87411	61717302	706.06
3.90	2.22	87411	61717302	706.06
3.60	2.04	124001	83651166	674.60
3.30	1.77	124001	83651166	674.60
3.00	1.47	124001	83651166	674.60
2.70	1.19	200000	125917775	629.59
2.40	1.06	200000	125917775	629.59
2.10	0.76	200000	125917775	629.59
1.80	0.48	378619	222377968	587.34
1.50	0.41	378619	222377968	587.34
1.20	0.11	378619	222377968	587.34
0.90	0.00	776625	476059195	612.98
0.60	0.00	776625	476059195	612.98
