pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.61	21499	16549625	769.79
9.60	7.40	25992	19654436	756.17
9.30	7.10	25992	19654436	756.17
9.00	6.80	25992	19654436	756.17
8.70	6.50	25992	19654436	756.17
8.40	6.20	25992	19654436	756.17
8.10	6.00	32687	23909307	731.46
7.80	5.70	32687	23909307	731.46
7.50	5.40	32687	23909307	731.46
7.20	5.10	32687	23909307	731.46
6.90	4.90	44308	30387544	685.83
6.60	4.62	44308	30387544	685.83
6.30	4.32	44308	30387544	685.83
6.00	4.02	44308	30387544	685.83
5.70	3.72	44308	30387544	685.83
5.40	3.57	65453	40932066	625.37
5.10	3.27	65453	40932066	625.37
4.80	2.97	65453	40932066	625.37
4.50	2.67	65453	40932066	625.37
4.20	2.55	109124	60554169	554.91
3.90	2.25	109124	60554169	554.91
3.60	1.95	109124	60554169	554.91
3.30	1.66	202243	101087338	499.83
3.00	1.58	202243	101087338	499.83
2.70	1.28	202243	101087338	499.83
2.40	0.98	202243	101087338	499.83
2.10	0.83	386966	188062449	485.99
1.80	0.64	386966	188062449	485.99
1.50	0.34	386966	188062449	485.99
1.20	0.14	688750	374085822	543.14
0.90	0.01	688750	374085822	543.14
0.60	0.00	688750	374085822	543.14
