pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.74	58669	19886422	338.96
9.60	7.50	67068	22489680	335.33
9.30	7.20	67068	22489680	335.33
9.00	6.90	67068	22489680	335.33
8.70	6.60	67068	22489680	335.33
8.40	6.30	67068	22489680	335.33
8.10	6.07	78584	25876986	329.29
7.80	5.77	78584	25876986	329.29
7.50	5.47	78584	25876986	329.29
7.20	5.17	78584	25876986	329.29
6.90	4.96	95868	30611707	319.31
6.60	4.66	95868	30611707	319.31
6.30	4.36	95868	30611707	319.31
6.00	4.06	95868	30611707	319.31
5.70	3.79	124202	37682848	303.40
5.40	3.58	124202	37682848	303.40
5.10	3.28	124202	37682848	303.40
4.80	2.98	124202	37682848	303.40
4.50	2.68	124202	37682848	303.40
4.20	2.51	173439	49157257	283.43
3.90	2.21	173439	49157257	283.43
3.60	1.91	173439	49157257	283.43
3.30	1.64	264380	69569091	263.14
3.00	1.47	264380	69569091	263.14
2.70	1.17	264380	69569091	263.14
2.40	0.87	264380	69569091	263.14
2.10	0.73	438363	109644241	250.12
1.80	0.46	438363	109644241	250.12
1.50	0.16	438363	109644241	250.12
1.20	0.00	812252	209035581	257.35
0.90	0.00	812252	209035581	257.35
0.60	0.00	812252	209035581	257.35
