pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.79	51619	21498132	416.48
9.60	7.50	51619	21498132	416.48
9.30	7.20	51619	21498132	416.48
9.00	6.90	51619	21498132	416.48
8.70	6.60	51619	21498132	416.48
8.40	6.42	68961	27862399	404.03
8.10	6.12	68961	27862399	404.03
7.80	5.82	68961	27862399	404.03
7.50	5.52	68961	27862399	404.03
7.20	5.22	68961	27862399	404.03
6.90	5.05	98125	37835276	385.58
6.60	4.75	98125	37835276	385.58
6.30	4.45	98125	37835276	385.58
6.00	4.15	98125	37835276	385.58
5.70	4.01	146302	53519657	365.82
5.40	3.71	146302	53519657	365.82
5.10	3.41	146302	53519657	365.82
4.80	3.11	146302	53519657	365.82
4.50	2.90	221172	78168766	353.43
4.20	2.66	221172	78168766	353.43
3.90	2.36	221172	78168766	353.43
3.60	2.06	221172	78168766	353.43
3.30	1.87	328012	115677774	352.66
3.00	1.62	328012	115677774	352.66
2.70	1.32	328012	115677774	352.66
2.40	1.02	328012	115677774	352.66
2.10	0.88	465487	172006870	369.52
1.80	0.58	465487	172006870	369.52
1.50	0.28	465487	172006870	369.52
1.20	0.13	638035	267869342	419.83
0.90	0.00	638035	267869342	419.83
0.60	0.00	638035	267869342	419.83
