pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.68	38963	18221375	467.66
9.60	7.38	38963	18221375	467.66
9.30	7.08	38963	18221375	467.66
9.00	6.78	38963	18221375	467.66
8.70	6.58	48116	22084537	458.99
8.40	6.28	48116	22084537	458.99
8.10	5.98	48116	22084537	458.99
7.80	5.68	48116	22084537	458.99
7.50	5.39	63349	27789511	438.67
7.20	5.19	63349	27789511	438.67
6.90	4.89	63349	27789511	438.67
6.60	4.59	63349	27789511	438.67
6.30	4.29	63349	27789511	438.67
6.00	4.12	90654	37050280	408.70
5.70	3.82	90654	37050280	408.70
5.40	3.52	90654	37050280	408.70
5.10	3.22	90654	37050280	408.70
4.80	2.95	143142	53564687	374.21
4.50	2.80	143142	53564687	374.21
4.20	2.50	143142	53564687	374.21
3.90	2.20	143142	53564687	374.21
3.60	1.90	143142	53564687	374.21
3.30	1.80	245592	84882351	345.62
3.00	1.50	245592	84882351	345.62
2.70	1.20	245592	84882351	345.62
2.40	0.96	434098	146079052	336.51
2.10	0.83	434098	146079052	336.51
1.80	0.53	434098	146079052	336.51
1.50	0.23	434098	146079052	336.51
1.20	0.17	747110	268179045	358.96
0.90	0.00	747110	268179045	358.96
0.60	0.00	747110	268179045	358.96
