pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.75	28893	22202163	768.43
9.60	7.52	33342	25943762	778.11
9.30	7.22	33342	25943762	778.11
9.00	6.92	33342	25943762	778.11
8.70	6.62	33342	25943762	778.11
8.40	6.40	39413	30892479	783.81
8.10	6.10	39413	30892479	783.81
7.80	5.80	39413	30892479	783.81
7.50	5.50	39413	30892479	783.81
7.20	5.29	47915	37553430	783.75
6.90	5.00	47915	37553430	783.75
6.60	4.70	47915	37553430	783.75
6.30	4.40	47915	37553430	783.75
6.00	4.17	60451	47068170	778.62
5.70	3.91	60451	47068170	778.62
5.40	3.61	60451	47068170	778.62
5.10	3.31	60451	47068170	778.62
4.80	3.12	81226	61803934	760.89
4.50	2.84	81226	61803934	760.89
4.20	2.54	81226	61803934	760.89
3.90	2.24	81226	61803934	760.89
3.60	2.11	118997	86752841	729.03
3.30	1.81	118997	86752841	729.03
3.00	1.51	118997	86752841	729.03
2.70	1.30	195540	134686419	688.79
2.40	1.11	195540	134686419	688.79
2.10	0.81	195540	134686419	688.79
1.80	0.58	353230	236770579	670.30
1.50	0.45	353230	236770579	670.30
1.20	0.15	353230	236770579	670.30
0.90	0.01	632043	462114487	731.14
0.60	0.00	632043	462114487	731.14
