pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.73	30635	21468240	700.77
9.60	7.43	30635	21468240	700.77
9.30	7.13	30635	21468240	700.77
9.00	6.92	36119	25504082	706.11
8.70	6.62	36119	25504082	706.11
8.40	6.32	36119	25504082	706.11
8.10	6.02	36119	25504082	706.11
7.80	5.75	43847	31008091	707.19
7.50	5.51	43847	31008091	707.19
7.20	5.21	43847	31008091	707.19
6.90	4.91	43847	31008091	707.19
6.60	4.61	43847	31008091	707.19
6.30	4.42	55375	38819770	701.03
6.00	4.12	55375	38819770	701.03
5.70	3.82	55375	38819770	701.03
5.40	3.52	55375	38819770	701.03
5.10	3.35	74901	50922826	679.87
4.80	3.05	74901	50922826	679.87
4.50	2.75	74901	50922826	679.87
4.20	2.45	74901	50922826	679.87
3.90	2.32	111562	71749816	643.14
3.60	2.02	111562	71749816	643.14
3.30	1.72	111562	71749816	643.14
3.00	1.48	187292	112108074	598.57
2.70	1.33	187292	112108074	598.57
2.40	1.03	187292	112108074	598.57
2.10	0.73	187292	112108074	598.57
1.80	0.68	348213	200103608	574.66
1.50	0.38	348213	200103608	574.66
1.20	0.08	348213	200103608	574.66
0.90	0.05	643597	399278193	620.39
0.60	0.00	643597	399278193	620.39
