pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.81	413	93146	225.54
9.60	5.59	494	111502	225.71
9.30	5.45	676	150841	223.14
9.00	5.22	797	177341	222.51
8.70	4.98	966	216240	223.85
8.40	4.75	1151	260053	225.94
8.10	4.53	1432	325885	227.57
7.80	4.31	2122	474048	223.40
7.50	4.19	2574	584245	226.98
7.20	3.98	3295	756333	229.54
6.90	3.74	3933	912855	232.10
6.60	3.51	4798	1131238	235.77
6.30	3.27	5775	1390768	240.83
6.00	3.21	10123	2351879	232.33
5.70	3.00	12784	3029291	236.96
5.40	2.77	15718	3834672	243.97
5.10	2.53	18708	4714710	252.02
4.80	2.28	21761	5680579	261.04
4.50	2.20	41193	10540785	255.89
4.20	2.02	50826	13621543	268.00
3.90	1.79	62093	17556234	282.74
3.60	1.55	72708	21670231	298.04
3.30	1.30	82441	25981273	315.15
3.00	1.28	162583	53228895	327.40
2.70	1.06	198279	70724325	356.69
2.40	0.81	224109	86037839	383.91
2.10	0.55	243943	101086014	414.38
1.80	0.45	451955	211043463	466.96
1.50	0.31	513826	273137853	531.58
1.20	0.06	538449	318932688	592.32
0.90	0.00	541838	348257872	642.73
0.60	0.00	126516	2802786488	22153.61
0.30	0.00	11722	2877812889	245505.28
